ID,赛季id,服务器ID,服务器名字,分组ID(>0),阵营
5569,81,30003524,s485,3,2
5570,81,10000334,s4,3,2
5571,81,10000339,s9,3,2
5572,81,10000345,s15,3,2
5573,81,10000351,s21,3,2
5574,81,30003080,s50,3,2
5575,81,30003095,s65,3,2
5576,81,30003097,s67,3,2
5577,81,30003107,s77,3,2
5578,81,30003129,s99,3,2
5579,81,30003139,s109,3,2
5580,81,30003196,s166,3,2
5581,81,30003208,s178,3,2
5582,81,30003210,s180,3,2
5583,81,30003221,s191,3,2
5584,81,30003240,s210,3,2
5585,81,30003242,s212,3,2
5586,81,30003259,s229,3,2
5587,81,30003271,s241,3,2
5588,81,30003273,s243,3,2
5589,81,30003293,s263,3,2
5590,81,30003303,s273,3,2
5591,81,30003304,s274,3,2
5592,81,30003312,s282,3,2
5593,81,30003317,s287,3,2
5594,81,30003337,s307,3,2
5595,81,30003345,s315,3,2
5596,81,30003373,s334,3,2
5597,81,30003380,s341,3,2
5598,81,30003405,s366,3,2
5599,81,30003415,s376,3,2
5600,81,30003416,s377,3,2
5601,81,30003439,s400,3,2
5602,81,30003459,s420,3,2
5603,81,30003468,s429,3,2
5604,81,30003480,s441,3,2
5605,81,30003484,s445,3,2
5606,81,30003494,s455,3,2
5607,81,30003512,s473,3,2
5608,81,30003523,s484,3,2
5609,81,30003532,s493,3,2
5610,81,10000337,s7,3,3
5611,81,10000341,s11,3,3
5612,81,30003059,s29,3,3
5613,81,30003060,s30,3,3
5614,81,30003068,s38,3,3
5615,81,30003098,s68,3,3
5616,81,30003106,s76,3,3
5617,81,30003111,s81,3,3
5618,81,30003121,s91,3,3
5619,81,30003136,s106,3,3
5620,81,30003156,s126,3,3
5621,81,30003173,s143,3,3
5622,81,30003174,s144,3,3
5623,81,30003192,s162,3,3
5624,81,30003202,s172,3,3
5625,81,30003253,s223,3,3
5626,81,30003279,s249,3,3
5627,81,30003291,s261,3,3
5628,81,30003306,s276,3,3
5629,81,30003325,s295,3,3
5630,81,30003379,s340,3,3
5631,81,30003388,s349,3,3
5632,81,30003395,s356,3,3
5633,81,30003402,s363,3,3
5634,81,30003407,s368,3,3
5635,81,30003408,s369,3,3
5636,81,30003411,s372,3,3
5637,81,30003437,s398,3,3
5638,81,30003442,s403,3,3
5639,81,30003446,s407,3,3
5640,81,30003452,s413,3,3
5641,81,30003454,s415,3,3
5642,81,30003458,s419,3,3
5643,81,30003469,s430,3,3
5644,81,30003476,s437,3,3
5645,81,30003485,s446,3,3
5646,81,30003503,s464,3,3
5647,81,30003508,s469,3,3
5648,81,30003522,s483,3,3
5649,81,10000333,s3,3,3
5650,81,30000355,s25,3,4
5651,81,30003058,s28,3,4
5652,81,30003071,s41,3,4
5653,81,30003087,s57,3,4
5654,81,30003089,s59,3,4
5655,81,30003090,s60,3,4
5656,81,30003100,s70,3,4
5657,81,30003113,s83,3,4
5658,81,30003116,s86,3,4
5659,81,30003120,s90,3,4
5660,81,30003128,s98,3,4
5661,81,30003133,s103,3,4
5662,81,30003150,s120,3,4
5663,81,30003157,s127,3,4
5664,81,30003186,s156,3,4
5665,81,30003228,s198,3,4
5666,81,30003245,s215,3,4
5667,81,30003252,s222,3,4
5668,81,30003255,s225,3,4
5669,81,30003280,s250,3,4
5670,81,30003281,s251,3,4
5671,81,30003334,s304,3,4
5672,81,30003349,s319,3,4
5673,81,30003376,s337,3,4
5674,81,30003384,s345,3,4
5675,81,30003406,s367,3,4
5676,81,30003409,s370,3,4
5677,81,30003418,s379,3,4
5678,81,30003428,s389,3,4
5679,81,30003435,s396,3,4
5680,81,30003455,s416,3,4
5681,81,30003456,s417,3,4
5682,81,30003463,s424,3,4
5683,81,30003470,s431,3,4
5684,81,30003482,s443,3,4
5685,81,30003489,s450,3,4
5686,81,30003500,s461,3,4
5687,81,30003515,s476,3,4
5688,81,30003521,s482,3,4
5689,82,10000338,s8,1,1
5690,82,10000347,s17,1,1
5691,82,30003062,s32,1,1
5692,82,30003072,s42,1,1
5693,82,30003082,s52,1,1
5694,82,30003086,s56,1,1
5695,82,30003131,s101,1,1
5696,82,30003148,s118,1,1
5697,82,30003151,s121,1,1
5698,82,30003171,s141,1,1
5699,82,30003181,s151,1,1
5700,82,30003201,s171,1,1
5701,82,30003211,s181,1,1
5702,82,30003222,s192,1,1
5703,82,30003224,s194,1,1
5704,82,30003234,s204,1,1
5705,82,30003238,s208,1,1
5706,82,30003243,s213,1,1
5707,82,30003248,s218,1,1
5708,82,30003254,s224,1,1
5709,82,30003267,s237,1,1
5710,82,30003283,s253,1,1
5711,82,30003295,s265,1,1
5712,82,30003302,s272,1,1
5713,82,30003319,s289,1,1
5714,82,30003333,s303,1,1
5715,82,30003335,s305,1,1
5716,82,30003339,s309,1,1
5717,82,30003370,s331,1,1
5718,82,30003375,s336,1,1
5719,82,30003393,s354,1,1
5720,82,30003426,s387,1,1
5721,82,30003431,s392,1,1
5722,82,30003453,s414,1,1
5723,82,30003461,s422,1,1
5724,82,30003473,s434,1,1
5725,82,30003488,s449,1,1
5726,82,30003502,s463,1,1
5727,82,30003510,s471,1,1
5728,82,30003517,s478,1,1
5729,82,30003528,s489,1,1
5730,82,30003533,s494,1,1
5731,82,10000332,s2,1,2
5732,82,30003073,s43,1,2
5733,82,30003074,s44,1,2
5734,82,30003079,s49,1,2
5735,82,30003101,s71,1,2
5736,82,30003104,s74,1,2
5737,82,30003105,s75,1,2
5738,82,30003125,s95,1,2
5739,82,30003127,s97,1,2
5740,82,30003134,s104,1,2
5741,82,30003145,s115,1,2
5742,82,30003149,s119,1,2
5743,82,30003172,s142,1,2
5744,82,30003199,s169,1,2
5745,82,30003214,s184,1,2
5746,82,30003219,s189,1,2
5747,82,30003249,s219,1,2
5748,82,30003250,s220,1,2
5749,82,30003261,s231,1,2
5750,82,30003265,s235,1,2
5751,82,30003266,s236,1,2
5752,82,30003309,s279,1,2
5753,82,30003310,s280,1,2
5754,82,30003313,s283,1,2
5755,82,30003314,s284,1,2
5756,82,30003321,s291,1,2
5757,82,30003343,s313,1,2
5758,82,30003344,s314,1,2
5759,82,30003346,s316,1,2
5760,82,30003351,s321,1,2
5761,82,30003367,s328,1,2
5762,82,30003382,s343,1,2
5763,82,30003386,s347,1,2
5764,82,30003387,s348,1,2
5765,82,30003403,s364,1,2
5766,82,30003414,s375,1,2
5767,82,30003449,s410,1,2
5768,82,30003457,s418,1,2
5769,82,30003471,s432,1,2
5770,82,30003491,s452,1,2
5771,82,30003507,s468,1,2
5772,82,30003536,s497,1,2
5773,82,10000335,s5,1,3
5774,82,30000354,s24,1,3
5775,82,30003067,s37,1,3
5776,82,30003069,s39,1,3
5777,82,30003081,s51,1,3
5778,82,30003084,s54,1,3
5779,82,30003093,s63,1,3
5780,82,30003117,s87,1,3
5781,82,30003130,s100,1,3
5782,82,30003167,s137,1,3
5783,82,30003175,s145,1,3
5784,82,30003178,s148,1,3
5785,82,30003179,s149,1,3
5786,82,30003184,s154,1,3
5787,82,30003185,s155,1,3
5788,82,30003193,s163,1,3
5789,82,30003206,s176,1,3
5790,82,30003207,s177,1,3
5791,82,30003212,s182,1,3
5792,82,30003216,s186,1,3
5793,82,30003226,s196,1,3
5794,82,30003244,s214,1,3
5795,82,30003264,s234,1,3
5796,82,30003275,s245,1,3
5797,82,30003294,s264,1,3
5798,82,30003300,s270,1,3
5799,82,30003311,s281,1,3
5800,82,30003336,s306,1,3
5801,82,30003341,s311,1,3
5802,82,30003365,s326,1,3
5803,82,30003391,s352,1,3
5804,82,30003398,s359,1,3
5805,82,30003400,s361,1,3
5806,82,30003433,s394,1,3
5807,82,30003440,s401,1,3
5808,82,30003445,s406,1,3
5809,82,30003501,s462,1,3
5810,82,30003505,s466,1,3
5811,82,30003506,s467,1,3
5812,82,30003518,s479,1,3
5813,82,30003525,s486,1,3
5814,82,30003527,s488,1,3
5815,82,10000346,s16,1,4
5816,82,30003065,s35,1,4
5817,82,30003083,s53,1,4
5818,82,30003108,s78,1,4
5819,82,30003124,s94,1,4
5820,82,30003142,s112,1,4
5821,82,30003153,s123,1,4
5822,82,30003159,s129,1,4
5823,82,30003169,s139,1,4
5824,82,30003190,s160,1,4
5825,82,30003209,s179,1,4
5826,82,30003213,s183,1,4
5827,82,30003218,s188,1,4
5828,82,30003233,s203,1,4
5829,82,30003251,s221,1,4
5830,82,30003270,s240,1,4
5831,82,30003272,s242,1,4
5832,82,30003288,s258,1,4
5833,82,30003305,s275,1,4
5834,82,30003315,s285,1,4
5835,82,30003318,s288,1,4
5836,82,30003327,s297,1,4
5837,82,30003329,s299,1,4
5838,82,30003399,s360,1,4
5839,82,30003401,s362,1,4
5840,82,30003413,s374,1,4
5841,82,30003419,s380,1,4
5842,82,30003420,s381,1,4
5843,82,30003422,s383,1,4
5844,82,30003425,s386,1,4
5845,82,30003434,s395,1,4
5846,82,30003460,s421,1,4
5847,82,30003465,s426,1,4
5848,82,30003472,s433,1,4
5849,82,30003481,s442,1,4
5850,82,30003492,s453,1,4
5851,82,30003493,s454,1,4
5852,82,30003495,s456,1,4
5853,82,30003499,s460,1,4
5854,82,30003509,s470,1,4
5855,82,30003513,s474,1,4
5856,82,30003537,s498,1,4
5857,82,10000336,s6,2,1
5858,82,10000344,s14,2,1
5859,82,300003056,s26,2,1
5860,82,30003066,s36,2,1
5861,82,30003091,s61,2,1
5862,82,30003110,s80,2,1
5863,82,30003115,s85,2,1
5864,82,30003132,s102,2,1
5865,82,30003147,s117,2,1
5866,82,30003166,s136,2,1
5867,82,30003180,s150,2,1
5868,82,30003188,s158,2,1
5869,82,30003189,s159,2,1
5870,82,30003205,s175,2,1
5871,82,30003236,s206,2,1
5872,82,30003258,s228,2,1
5873,82,30003263,s233,2,1
5874,82,30003268,s238,2,1
5875,82,30003282,s252,2,1
5876,82,30003286,s256,2,1
5877,82,30003316,s286,2,1
5878,82,30003326,s296,2,1
5879,82,30003331,s301,2,1
5880,82,30003332,s302,2,1
5881,82,30003342,s312,2,1
5882,82,30003348,s318,2,1
5883,82,30003362,s323,2,1
5884,82,30003369,s330,2,1
5885,82,30003394,s355,2,1
5886,82,30003412,s373,2,1
5887,82,30003421,s382,2,1
5888,82,30003423,s384,2,1
5889,82,30003432,s393,2,1
5890,82,30003448,s409,2,1
5891,82,30003450,s411,2,1
5892,82,30003479,s440,2,1
5893,82,30003496,s457,2,1
5894,82,30003497,s458,2,1
5895,82,30003511,s472,2,1
5896,82,30003514,s475,2,1
5897,82,30003526,s487,2,1
5898,82,30003529,s490,2,1
5899,82,10000348,s18,2,2
5900,82,10000349,s19,2,2
5901,82,10000353,s23,2,2
5902,82,30003064,s34,2,2
5903,82,30003099,s69,2,2
5904,82,30003112,s82,2,2
5905,82,30003135,s105,2,2
5906,82,30003137,s107,2,2
5907,82,30003141,s111,2,2
5908,82,30003143,s113,2,2
5909,82,30003160,s130,2,2
5910,82,30003164,s134,2,2
5911,82,30003176,s146,2,2
5912,82,30003182,s152,2,2
5913,82,30003187,s157,2,2
5914,82,30003195,s165,2,2
5915,82,30003200,s170,2,2
5916,82,30003229,s199,2,2
5917,82,30003235,s205,2,2
5918,82,30003256,s226,2,2
5919,82,30003257,s227,2,2
5920,82,30003274,s244,2,2
5921,82,30003285,s255,2,2
5922,82,30003290,s260,2,2
5923,82,30003299,s269,2,2
5924,82,30003308,s278,2,2
5925,82,30003320,s290,2,2
5926,82,30003361,s322,2,2
5927,82,30003372,s333,2,2
5928,82,30003374,s335,2,2
5929,82,30003385,s346,2,2
5930,82,30003396,s357,2,2
5931,82,30003404,s365,2,2
5932,82,30003447,s408,2,2
5933,82,30003462,s423,2,2
5934,82,30003467,s428,2,2
5935,82,30003474,s435,2,2
5936,82,30003477,s438,2,2
5937,82,30003486,s447,2,2
5938,82,30003487,s448,2,2
5939,82,30003519,s480,2,2
5940,82,30003530,s491,2,2
5941,82,30003531,s492,2,2
5942,82,10000331,s1,2,3
5943,82,10000340,s10,2,3
5944,82,300003057,s27,2,3
5945,82,30003070,s40,2,3
5946,82,30003075,s45,2,3
5947,82,30003076,s46,2,3
5948,82,30003077,s47,2,3
5949,82,30003088,s58,2,3
5950,82,30003092,s62,2,3
5951,82,30003109,s79,2,3
5952,82,30003119,s89,2,3
5953,82,30003126,s96,2,3
5954,82,30003140,s110,2,3
5955,82,30003146,s116,2,3
5956,82,30003154,s124,2,3
5957,82,30003161,s131,2,3
5958,82,30003170,s140,2,3
5959,82,30003177,s147,2,3
5960,82,30003194,s164,2,3
5961,82,30003204,s174,2,3
5962,82,30003217,s187,2,3
5963,82,30003220,s190,2,3
5964,82,30003239,s209,2,3
5965,82,30003241,s211,2,3
5966,82,30003260,s230,2,3
5967,82,30003262,s232,2,3
5968,82,30003276,s246,2,3
5969,82,30003277,s247,2,3
5970,82,30003301,s271,2,3
5971,82,30003323,s293,2,3
5972,82,30003328,s298,2,3
5973,82,30003330,s300,2,3
5974,82,30003338,s308,2,3
5975,82,30003347,s317,2,3
5976,82,30003366,s327,2,3
5977,82,30003371,s332,2,3
5978,82,30003390,s351,2,3
5979,82,30003392,s353,2,3
5980,82,30003441,s402,2,3
5981,82,30003443,s404,2,3
5982,82,30003483,s444,2,3
5983,82,30003498,s459,2,3
5984,82,30003504,s465,2,3
5985,82,10000350,s20,2,4
5986,82,10000352,s22,2,4
5987,82,30003063,s33,2,4
5988,82,30003085,s55,2,4
5989,82,30003096,s66,2,4
5990,82,30003102,s72,2,4
5991,82,30003114,s84,2,4
5992,82,30003122,s92,2,4
5993,82,30003138,s108,2,4
5994,82,30003155,s125,2,4
5995,82,30003163,s133,2,4
5996,82,30003165,s135,2,4
5997,82,30003183,s153,2,4
5998,82,30003191,s161,2,4
5999,82,30003203,s173,2,4
6000,82,30003215,s185,2,4
6001,82,30003225,s195,2,4
6002,82,30003232,s202,2,4
6003,82,30003269,s239,2,4
6004,82,30003278,s248,2,4
6005,82,30003298,s268,2,4
6006,82,30003307,s277,2,4
6007,82,30003322,s292,2,4
6008,82,30003340,s310,2,4
6009,82,30003350,s320,2,4
6010,82,30003363,s324,2,4
6011,82,30003364,s325,2,4
6012,82,30003377,s338,2,4
6013,82,30003397,s358,2,4
6014,82,30003424,s385,2,4
6015,82,30003427,s388,2,4
6016,82,30003429,s390,2,4
6017,82,30003430,s391,2,4
6018,82,30003436,s397,2,4
6019,82,30003438,s399,2,4
6020,82,30003466,s427,2,4
6021,82,30003475,s436,2,4
6022,82,30003478,s439,2,4
6023,82,30003516,s477,2,4
6024,82,30003534,s495,2,4
6025,82,30003535,s496,2,4
6026,82,10000333,s3,3,1
6027,82,30000355,s25,3,1
6028,82,30003058,s28,3,1
6029,82,30003071,s41,3,1
6030,82,30003087,s57,3,1
6031,82,30003089,s59,3,1
6032,82,30003090,s60,3,1
6033,82,30003100,s70,3,1
6034,82,30003113,s83,3,1
6035,82,30003116,s86,3,1
6036,82,30003120,s90,3,1
6037,82,30003128,s98,3,1
6038,82,30003133,s103,3,1
6039,82,30003150,s120,3,1
6040,82,30003157,s127,3,1
6041,82,30003186,s156,3,1
6042,82,30003228,s198,3,1
6043,82,30003245,s215,3,1
6044,82,30003252,s222,3,1
6045,82,30003255,s225,3,1
6046,82,30003280,s250,3,1
6047,82,30003281,s251,3,1
6048,82,30003334,s304,3,1
6049,82,30003349,s319,3,1
6050,82,30003376,s337,3,1
6051,82,30003384,s345,3,1
6052,82,30003406,s367,3,1
6053,82,30003409,s370,3,1
6054,82,30003418,s379,3,1
6055,82,30003428,s389,3,1
6056,82,30003435,s396,3,1
6057,82,30003455,s416,3,1
6058,82,30003456,s417,3,1
6059,82,30003463,s424,3,1
6060,82,30003470,s431,3,1
6061,82,30003482,s443,3,1
6062,82,30003489,s450,3,1
6063,82,30003500,s461,3,1
6064,82,30003515,s476,3,1
6065,82,30003521,s482,3,1
6066,82,10000342,s12,3,2
6067,82,10000343,s13,3,2
6068,82,30003061,s31,3,2
6069,82,30003078,s48,3,2
6070,82,30003094,s64,3,2
6071,82,30003103,s73,3,2
6072,82,30003118,s88,3,2
6073,82,30003123,s93,3,2
6074,82,30003144,s114,3,2
6075,82,30003152,s122,3,2
6076,82,30003158,s128,3,2
6077,82,30003162,s132,3,2
6078,82,30003168,s138,3,2
6079,82,30003197,s167,3,2
6080,82,30003198,s168,3,2
6081,82,30003223,s193,3,2
6082,82,30003227,s197,3,2
6083,82,30003230,s200,3,2
6084,82,30003231,s201,3,2
6085,82,30003237,s207,3,2
6086,82,30003246,s216,3,2
6087,82,30003247,s217,3,2
6088,82,30003284,s254,3,2
6089,82,30003287,s257,3,2
6090,82,30003289,s259,3,2
6091,82,30003292,s262,3,2
6092,82,30003296,s266,3,2
6093,82,30003297,s267,3,2
6094,82,30003324,s294,3,2
6095,82,30003368,s329,3,2
6096,82,30003378,s339,3,2
6097,82,30003381,s342,3,2
6098,82,30003383,s344,3,2
6099,82,30003389,s350,3,2
6100,82,30003410,s371,3,2
6101,82,30003417,s378,3,2
6102,82,30003444,s405,3,2
6103,82,30003451,s412,3,2
6104,82,30003464,s425,3,2
6105,82,30003490,s451,3,2
6106,82,30003520,s481,3,2
6107,82,30003524,s485,3,2
6108,82,10000334,s4,3,3
6109,82,10000339,s9,3,3
6110,82,10000345,s15,3,3
6111,82,10000351,s21,3,3
6112,82,30003080,s50,3,3
6113,82,30003095,s65,3,3
6114,82,30003097,s67,3,3
6115,82,30003107,s77,3,3
6116,82,30003129,s99,3,3
6117,82,30003139,s109,3,3
6118,82,30003196,s166,3,3
6119,82,30003208,s178,3,3
6120,82,30003210,s180,3,3
6121,82,30003221,s191,3,3
6122,82,30003240,s210,3,3
6123,82,30003242,s212,3,3
6124,82,30003259,s229,3,3
6125,82,30003271,s241,3,3
6126,82,30003273,s243,3,3
6127,82,30003293,s263,3,3
6128,82,30003303,s273,3,3
6129,82,30003304,s274,3,3
6130,82,30003312,s282,3,3
6131,82,30003317,s287,3,3
6132,82,30003337,s307,3,3
6133,82,30003345,s315,3,3
6134,82,30003373,s334,3,3
6135,82,30003380,s341,3,3
6136,82,30003405,s366,3,3
6137,82,30003415,s376,3,3
6138,82,30003416,s377,3,3
6139,82,30003439,s400,3,3
6140,82,30003459,s420,3,3
6141,82,30003468,s429,3,3
6142,82,30003480,s441,3,3
6143,82,30003484,s445,3,3
6144,82,30003494,s455,3,3
6145,82,30003512,s473,3,3
6146,82,30003523,s484,3,3
6147,82,30003532,s493,3,3
6148,82,10000337,s7,3,4
6149,82,10000341,s11,3,4
6150,82,30003059,s29,3,4
6151,82,30003060,s30,3,4
6152,82,30003068,s38,3,4
6153,82,30003098,s68,3,4
6154,82,30003106,s76,3,4
6155,82,30003111,s81,3,4
6156,82,30003121,s91,3,4
6157,82,30003136,s106,3,4
6158,82,30003156,s126,3,4
6159,82,30003173,s143,3,4
6160,82,30003174,s144,3,4
6161,82,30003192,s162,3,4
6162,82,30003202,s172,3,4
6163,82,30003253,s223,3,4
6164,82,30003279,s249,3,4
6165,82,30003291,s261,3,4
6166,82,30003306,s276,3,4
6167,82,30003325,s295,3,4
6168,82,30003379,s340,3,4
6169,82,30003388,s349,3,4
6170,82,30003395,s356,3,4
6171,82,30003402,s363,3,4
6172,82,30003407,s368,3,4
6173,82,30003408,s369,3,4
6174,82,30003411,s372,3,4
6175,82,30003437,s398,3,4
6176,82,30003442,s403,3,4
6177,82,30003446,s407,3,4
6178,82,30003452,s413,3,4
6179,82,30003454,s415,3,4
6180,82,30003458,s419,3,4
6181,82,30003469,s430,3,4
6182,82,30003476,s437,3,4
6183,82,30003485,s446,3,4
6184,82,30003503,s464,3,4
6185,82,30003508,s469,3,4
6186,82,30003522,s483,3,4
6187,83,30003059,s29,1,1
6188,83,30003062,s32,1,1
6189,83,30003066,s36,1,1
6190,83,30003069,s39,1,1
6191,83,30003085,s55,1,1
6192,83,30003108,s78,1,1
6193,83,30003115,s85,1,1
6194,83,30003125,s95,1,1
6195,83,30003133,s103,1,1
6196,83,30003138,s108,1,1
6197,83,30003148,s118,1,1
6198,83,30003149,s119,1,1
6199,83,30003183,s153,1,1
6200,83,30003197,s167,1,1
6201,83,30003214,s184,1,1
6202,83,30003215,s185,1,1
6203,83,30003237,s207,1,1
6204,83,30003241,s211,1,1
6205,83,30003247,s217,1,1
6206,83,30003255,s225,1,1
6207,83,30003256,s226,1,1
6208,83,30003257,s227,1,1
6209,83,30003265,s235,1,1
6210,83,30003266,s236,1,1
6211,83,30003275,s245,1,1
6212,83,30003293,s263,1,1
6213,83,30003309,s279,1,1
6214,83,30003350,s320,1,1
6215,83,30003367,s328,1,1
6216,83,30003368,s329,1,1
6217,83,30003372,s333,1,1
6218,83,30003386,s347,1,1
6219,83,30003389,s350,1,1
6220,83,30003404,s365,1,1
6221,83,30003413,s374,1,1
6222,83,30003422,s383,1,1
6223,83,30003440,s401,1,1
6224,83,30003445,s406,1,1
6225,83,30003497,s458,1,1
6226,83,30003499,s460,1,1
6227,83,30003504,s465,1,1
6228,83,30003534,s495,1,1
6229,83,10000336,s6,1,2
6230,83,10000343,s13,1,2
6231,83,10000352,s22,1,2
6232,83,30000355,s25,1,2
6233,83,300003057,s27,1,2
6234,83,30003077,s47,1,2
6235,83,30003078,s48,1,2
6236,83,30003091,s61,1,2
6237,83,30003121,s91,1,2
6238,83,30003139,s109,1,2
6239,83,30003157,s127,1,2
6240,83,30003163,s133,1,2
6241,83,30003176,s146,1,2
6242,83,30003185,s155,1,2
6243,83,30003206,s176,1,2
6244,83,30003239,s209,1,2
6245,83,30003251,s221,1,2
6246,83,30003252,s222,1,2
6247,83,30003267,s237,1,2
6248,83,30003279,s249,1,2
6249,83,30003297,s267,1,2
6250,83,30003312,s282,1,2
6251,83,30003343,s313,1,2
6252,83,30003345,s315,1,2
6253,83,30003369,s330,1,2
6254,83,30003371,s332,1,2
6255,83,30003378,s339,1,2
6256,83,30003417,s378,1,2
6257,83,30003423,s384,1,2
6258,83,30003433,s394,1,2
6259,83,30003435,s396,1,2
6260,83,30003443,s404,1,2
6261,83,30003444,s405,1,2
6262,83,30003467,s428,1,2
6263,83,30003469,s430,1,2
6264,83,30003475,s436,1,2
6265,83,30003493,s454,1,2
6266,83,30003506,s467,1,2
6267,83,30003511,s472,1,2
6268,83,30003522,s483,1,2
6269,83,30003531,s492,1,2
6270,83,30003541,s502,1,2
6271,83,10000331,s1,1,3
6272,83,10000340,s10,1,3
6273,83,10000351,s21,1,3
6274,83,30003065,s35,1,3
6275,83,30003068,s38,1,3
6276,83,30003071,s41,1,3
6277,83,30003124,s94,1,3
6278,83,30003132,s102,1,3
6279,83,30003166,s136,1,3
6280,83,30003180,s150,1,3
6281,83,30003188,s158,1,3
6282,83,30003191,s161,1,3
6283,83,30003193,s163,1,3
6284,83,30003199,s169,1,3
6285,83,30003210,s180,1,3
6286,83,30003211,s181,1,3
6287,83,30003223,s193,1,3
6288,83,30003229,s199,1,3
6289,83,30003244,s214,1,3
6290,83,30003261,s231,1,3
6291,83,30003264,s234,1,3
6292,83,30003273,s243,1,3
6293,83,30003285,s255,1,3
6294,83,30003286,s256,1,3
6295,83,30003288,s258,1,3
6296,83,30003291,s261,1,3
6297,83,30003301,s271,1,3
6298,83,30003302,s272,1,3
6299,83,30003320,s290,1,3
6300,83,30003382,s343,1,3
6301,83,30003390,s351,1,3
6302,83,30003409,s370,1,3
6303,83,30003418,s379,1,3
6304,83,30003420,s381,1,3
6305,83,30003432,s393,1,3
6306,83,30003459,s420,1,3
6307,83,30003468,s429,1,3
6308,83,30003485,s446,1,3
6309,83,30003490,s451,1,3
6310,83,30003496,s457,1,3
6311,83,30003520,s481,1,3
6312,83,30003544,s505,1,3
6313,83,30003545,s506,1,3
6314,83,10000339,s9,1,4
6315,83,10000341,s11,1,4
6316,83,10000346,s16,1,4
6317,83,10000347,s17,1,4
6318,83,30000354,s24,1,4
6319,83,30003076,s46,1,4
6320,83,30003081,s51,1,4
6321,83,30003084,s54,1,4
6322,83,30003097,s67,1,4
6323,83,30003109,s79,1,4
6324,83,30003111,s81,1,4
6325,83,30003120,s90,1,4
6326,83,30003159,s129,1,4
6327,83,30003170,s140,1,4
6328,83,30003190,s160,1,4
6329,83,30003202,s172,1,4
6330,83,30003216,s186,1,4
6331,83,30003231,s201,1,4
6332,83,30003240,s210,1,4
6333,83,30003277,s247,1,4
6334,83,30003280,s250,1,4
6335,83,30003287,s257,1,4
6336,83,30003311,s281,1,4
6337,83,30003335,s305,1,4
6338,83,30003348,s318,1,4
6339,83,30003364,s325,1,4
6340,83,30003376,s337,1,4
6341,83,30003383,s344,1,4
6342,83,30003394,s355,1,4
6343,83,30003395,s356,1,4
6344,83,30003399,s360,1,4
6345,83,30003434,s395,1,4
6346,83,30003461,s422,1,4
6347,83,30003472,s433,1,4
6348,83,30003479,s440,1,4
6349,83,30003495,s456,1,4
6350,83,30003502,s463,1,4
6351,83,30003507,s468,1,4
6352,83,30003514,s475,1,4
6353,83,30003529,s490,1,4
6354,83,30003530,s491,1,4
6355,83,30003533,s494,1,4
6356,83,30003538,s499,1,4
6357,83,30003542,s503,1,4
6358,83,10000332,s2,2,1
6359,83,10000349,s19,2,1
6360,83,300003056,s26,2,1
6361,83,30003074,s44,2,1
6362,83,30003106,s76,2,1
6363,83,30003146,s116,2,1
6364,83,30003151,s121,2,1
6365,83,30003152,s122,2,1
6366,83,30003174,s144,2,1
6367,83,30003179,s149,2,1
6368,83,30003186,s156,2,1
6369,83,30003189,s159,2,1
6370,83,30003205,s175,2,1
6371,83,30003222,s192,2,1
6372,83,30003227,s197,2,1
6373,83,30003249,s219,2,1
6374,83,30003250,s220,2,1
6375,83,30003259,s229,2,1
6376,83,30003260,s230,2,1
6377,83,30003274,s244,2,1
6378,83,30003282,s252,2,1
6379,83,30003292,s262,2,1
6380,83,30003295,s265,2,1
6381,83,30003299,s269,2,1
6382,83,30003321,s291,2,1
6383,83,30003324,s294,2,1
6384,83,30003339,s309,2,1
6385,83,30003377,s338,2,1
6386,83,30003385,s346,2,1
6387,83,30003406,s367,2,1
6388,83,30003411,s372,2,1
6389,83,30003428,s389,2,1
6390,83,30003436,s397,2,1
6391,83,30003446,s407,2,1
6392,83,30003488,s449,2,1
6393,83,30003491,s452,2,1
6394,83,30003492,s453,2,1
6395,83,30003494,s455,2,1
6396,83,30003498,s459,2,1
6397,83,30003509,s470,2,1
6398,83,30003524,s485,2,1
6399,83,30003528,s489,2,1
6400,83,30003543,s504,2,1
6401,83,10000353,s23,2,2
6402,83,30003060,s30,2,2
6403,83,30003075,s45,2,2
6404,83,30003083,s53,2,2
6405,83,30003089,s59,2,2
6406,83,30003095,s65,2,2
6407,83,30003101,s71,2,2
6408,83,30003102,s72,2,2
6409,83,30003113,s83,2,2
6410,83,30003129,s99,2,2
6411,83,30003135,s105,2,2
6412,83,30003145,s115,2,2
6413,83,30003161,s131,2,2
6414,83,30003167,s137,2,2
6415,83,30003171,s141,2,2
6416,83,30003172,s142,2,2
6417,83,30003187,s157,2,2
6418,83,30003203,s173,2,2
6419,83,30003212,s182,2,2
6420,83,30003213,s183,2,2
6421,83,30003217,s187,2,2
6422,83,30003234,s204,2,2
6423,83,30003235,s205,2,2
6424,83,30003246,s216,2,2
6425,83,30003270,s240,2,2
6426,83,30003284,s254,2,2
6427,83,30003298,s268,2,2
6428,83,30003304,s274,2,2
6429,83,30003306,s276,2,2
6430,83,30003316,s286,2,2
6431,83,30003322,s292,2,2
6432,83,30003323,s293,2,2
6433,83,30003327,s297,2,2
6434,83,30003336,s306,2,2
6435,83,30003341,s311,2,2
6436,83,30003370,s331,2,2
6437,83,30003373,s334,2,2
6438,83,30003392,s353,2,2
6439,83,30003454,s415,2,2
6440,83,30003513,s474,2,2
6441,83,30003519,s480,2,2
