序号,掉落包ID,战器ID,几率
4836,1185,1132015,0.0117
4837,1185,1232015,0.0117
4838,1185,1332015,0.0704
4839,1185,1432015,0.0704
4840,1185,1532015,0.0117
4841,1185,1133015,0.0088
4842,1185,1233015,0.0088
4843,1185,1333015,0.0528
4844,1185,1433015,0.0528
4845,1185,1533015,0.0088
4846,1185,1142011,0.0018
4847,1185,1242011,0.0018
4848,1185,1342011,0.011
4849,1185,1442011,0.011
4850,1185,1542011,0.0018
4851,1185,1143011,0.0018
4852,1185,1243011,0.0018
4853,1185,1343011,0.011
4854,1185,1443011,0.011
4855,1185,1543011,0.0018
4856,1186,1121009,0.0018
4857,1186,1221009,0.011
4858,1186,1321009,0.0018
4859,1186,1421009,0.0018
4860,1186,1521009,0.011
4861,1186,1122009,0.0018
4862,1186,1222009,0.011
4863,1186,1322009,0.0018
4864,1186,1422009,0.0018
4865,1186,1522009,0.011
4866,1186,1131015,0.0088
4867,1186,1231015,0.0528
4868,1186,1331015,0.0088
4869,1186,1431015,0.0088
4870,1186,1531015,0.0528
4871,1186,1132015,0.0117
4872,1186,1232015,0.0704
4873,1186,1332015,0.0117
4874,1186,1432015,0.0117
4875,1186,1532015,0.0704
4876,1186,1133015,0.0088
4877,1186,1233015,0.0528
4878,1186,1333015,0.0088
4879,1186,1433015,0.0088
4880,1186,1533015,0.0528
4881,1186,1142011,0.0018
4882,1186,1242011,0.011
4883,1186,1342011,0.0018
4884,1186,1442011,0.0018
4885,1186,1542011,0.011
4886,1186,1143011,0.0018
4887,1186,1243011,0.011
4888,1186,1343011,0.0018
4889,1186,1443011,0.0018
4890,1186,1543011,0.011
4891,1187,1121009,0.0018
4892,1187,1221009,0.011
4893,1187,1321009,0.0018
4894,1187,1421009,0.011
4895,1187,1521009,0.0018
4896,1187,1122009,0.0018
4897,1187,1222009,0.011
4898,1187,1322009,0.0018
4899,1187,1422009,0.011
4900,1187,1522009,0.0018
4901,1187,1131015,0.0088
4902,1187,1231015,0.0528
4903,1187,1331015,0.0088
4904,1187,1431015,0.0528
4905,1187,1531015,0.0088
4906,1187,1132015,0.0117
4907,1187,1232015,0.0704
4908,1187,1332015,0.0117
4909,1187,1432015,0.0704
4910,1187,1532015,0.0117
4911,1187,1133015,0.0088
4912,1187,1233015,0.0528
4913,1187,1333015,0.0088
4914,1187,1433015,0.0528
4915,1187,1533015,0.0088
4916,1187,1142011,0.0018
4917,1187,1242011,0.011
4918,1187,1342011,0.0018
4919,1187,1442011,0.011
4920,1187,1542011,0.0018
4921,1187,1143011,0.0018
4922,1187,1243011,0.011
4923,1187,1343011,0.0018
4924,1187,1443011,0.011
4925,1187,1543011,0.0018
4926,1188,1121010,0.011
4927,1188,1221010,0.0018
4928,1188,1321010,0.0018
4929,1188,1421010,0.0018
4930,1188,1521010,0.011
4931,1188,1122010,0.011
4932,1188,1222010,0.0018
4933,1188,1322010,0.0018
4934,1188,1422010,0.0018
4935,1188,1522010,0.011
4936,1188,1131016,0.0528
4937,1188,1231016,0.0088
4938,1188,1331016,0.0088
4939,1188,1431016,0.0088
4940,1188,1531016,0.0528
4941,1188,1132016,0.0704
4942,1188,1232016,0.0117
4943,1188,1332016,0.0117
4944,1188,1432016,0.0117
4945,1188,1532016,0.0704
4946,1188,1133016,0.0528
4947,1188,1233016,0.0088
4948,1188,1333016,0.0088
4949,1188,1433016,0.0088
4950,1188,1533016,0.0528
4951,1188,1142012,0.011
4952,1188,1242012,0.0018
4953,1188,1342012,0.0018
4954,1188,1442012,0.0018
4955,1188,1542012,0.011
4956,1188,1143012,0.011
4957,1188,1243012,0.0018
4958,1188,1343012,0.0018
4959,1188,1443012,0.0018
4960,1188,1543012,0.011
4961,1189,1121010,0.0018
4962,1189,1221010,0.0018
4963,1189,1321010,0.011
4964,1189,1421010,0.011
4965,1189,1521010,0.0018
4966,1189,1122010,0.0018
4967,1189,1222010,0.0018
4968,1189,1322010,0.011
4969,1189,1422010,0.011
4970,1189,1522010,0.0018
4971,1189,1131016,0.0088
4972,1189,1231016,0.0088
4973,1189,1331016,0.0528
4974,1189,1431016,0.0528
4975,1189,1531016,0.0088
4976,1189,1132016,0.0117
4977,1189,1232016,0.0117
4978,1189,1332016,0.0704
4979,1189,1432016,0.0704
4980,1189,1532016,0.0117
4981,1189,1133016,0.0088
4982,1189,1233016,0.0088
4983,1189,1333016,0.0528
4984,1189,1433016,0.0528
4985,1189,1533016,0.0088
4986,1189,1142012,0.0018
4987,1189,1242012,0.0018
4988,1189,1342012,0.011
4989,1189,1442012,0.011
4990,1189,1542012,0.0018
4991,1189,1143012,0.0018
4992,1189,1243012,0.0018
4993,1189,1343012,0.011
4994,1189,1443012,0.011
4995,1189,1543012,0.0018
4996,1190,1121010,0.011
4997,1190,1221010,0.0018
4998,1190,1321010,0.011
4999,1190,1421010,0.0018
5000,1190,1521010,0.0018
5001,1190,1122010,0.011
5002,1190,1222010,0.0018
5003,1190,1322010,0.011
5004,1190,1422010,0.0018
5005,1190,1522010,0.0018
5006,1190,1131016,0.0528
5007,1190,1231016,0.0088
5008,1190,1331016,0.0528
5009,1190,1431016,0.0088
5010,1190,1531016,0.0088
5011,1190,1132016,0.0704
5012,1190,1232016,0.0117
5013,1190,1332016,0.0704
5014,1190,1432016,0.0117
5015,1190,1532016,0.0117
5016,1190,1133016,0.0528
5017,1190,1233016,0.0088
5018,1190,1333016,0.0528
5019,1190,1433016,0.0088
5020,1190,1533016,0.0088
5021,1190,1142012,0.011
5022,1190,1242012,0.0018
5023,1190,1342012,0.011
5024,1190,1442012,0.0018
5025,1190,1542012,0.0018
5026,1190,1143012,0.011
5027,1190,1243012,0.0018
5028,1190,1343012,0.011
5029,1190,1443012,0.0018
5030,1190,1543012,0.0018
5031,1191,1121010,0.0018
5032,1191,1221010,0.011
5033,1191,1321010,0.0018
5034,1191,1421010,0.0018
5035,1191,1521010,0.011
5036,1191,1122010,0.0018
5037,1191,1222010,0.011
5038,1191,1322010,0.0018
5039,1191,1422010,0.0018
5040,1191,1522010,0.011
5041,1191,1131016,0.0088
5042,1191,1231016,0.0528
5043,1191,1331016,0.0088
5044,1191,1431016,0.0088
5045,1191,1531016,0.0528
5046,1191,1132016,0.0117
5047,1191,1232016,0.0704
5048,1191,1332016,0.0117
5049,1191,1432016,0.0117
5050,1191,1532016,0.0704
5051,1191,1133016,0.0088
5052,1191,1233016,0.0528
5053,1191,1333016,0.0088
5054,1191,1433016,0.0088
5055,1191,1533016,0.0528
5056,1191,1142012,0.0018
5057,1191,1242012,0.011
5058,1191,1342012,0.0018
5059,1191,1442012,0.0018
5060,1191,1542012,0.011
5061,1191,1143012,0.0018
5062,1191,1243012,0.011
5063,1191,1343012,0.0018
5064,1191,1443012,0.0018
5065,1191,1543012,0.011
5066,1192,1121008,0.0055
5067,1192,1221008,0.0009
5068,1192,1321008,0.0055
5069,1192,1421008,0.0009
5070,1192,1521008,0.0009
5071,1192,1122008,0.0055
5072,1192,1222008,0.0009
5073,1192,1322008,0.0055
5074,1192,1422008,0.0009
5075,1192,1522008,0.0009
5076,1192,1131017,0.0561
5077,1192,1231017,0.0094
5078,1192,1331017,0.0561
5079,1192,1431017,0.0094
5080,1192,1531017,0.0094
5081,1192,1132017,0.0748
5082,1192,1232017,0.0125
5083,1192,1332017,0.0748
5084,1192,1432017,0.0125
5085,1192,1532017,0.0125
5086,1192,1133017,0.0561
5087,1192,1233017,0.0094
5088,1192,1333017,0.0561
5089,1192,1433017,0.0094
5090,1192,1533017,0.0094
5091,1192,1142013,0.011
5092,1192,1242013,0.0018
5093,1192,1342013,0.011
5094,1192,1442013,0.0018
5095,1192,1542013,0.0018
5096,1192,1143013,0.011
5097,1192,1243013,0.0018
5098,1192,1343013,0.011
5099,1192,1443013,0.0018
5100,1192,1543013,0.0018
5101,1193,1121008,0.0009
5102,1193,1221008,0.0055
5103,1193,1321008,0.0009
5104,1193,1421008,0.0055
5105,1193,1521008,0.0009
5106,1193,1122008,0.0009
5107,1193,1222008,0.0055
5108,1193,1322008,0.0009
5109,1193,1422008,0.0055
5110,1193,1522008,0.0009
5111,1193,1131017,0.0094
5112,1193,1231017,0.0561
5113,1193,1331017,0.0094
5114,1193,1431017,0.0561
5115,1193,1531017,0.0094
5116,1193,1132017,0.0125
5117,1193,1232017,0.0748
5118,1193,1332017,0.0125
5119,1193,1432017,0.0748
5120,1193,1532017,0.0125
5121,1193,1133017,0.0094
5122,1193,1233017,0.0561
5123,1193,1333017,0.0094
5124,1193,1433017,0.0561
5125,1193,1533017,0.0094
5126,1193,1142013,0.0018
5127,1193,1242013,0.011
5128,1193,1342013,0.0018
5129,1193,1442013,0.011
5130,1193,1542013,0.0018
5131,1193,1143013,0.0018
5132,1193,1243013,0.011
5133,1193,1343013,0.0018
5134,1193,1443013,0.011
5135,1193,1543013,0.0018
5136,1194,1121008,0.0055
5137,1194,1221008,0.0009
5138,1194,1321008,0.0009
5139,1194,1421008,0.0009
5140,1194,1521008,0.0055
5141,1194,1122008,0.0055
5142,1194,1222008,0.0009
5143,1194,1322008,0.0009
5144,1194,1422008,0.0009
5145,1194,1522008,0.0055
5146,1194,1131017,0.0561
5147,1194,1231017,0.0094
5148,1194,1331017,0.0094
5149,1194,1431017,0.0094
5150,1194,1531017,0.0561
5151,1194,1132017,0.0748
5152,1194,1232017,0.0125
5153,1194,1332017,0.0125
5154,1194,1432017,0.0125
5155,1194,1532017,0.0748
5156,1194,1133017,0.0561
5157,1194,1233017,0.0094
5158,1194,1333017,0.0094
5159,1194,1433017,0.0094
5160,1194,1533017,0.0561
5161,1194,1142013,0.011
5162,1194,1242013,0.0018
5163,1194,1342013,0.0018
5164,1194,1442013,0.0018
5165,1194,1542013,0.011
5166,1194,1143013,0.011
5167,1194,1243013,0.0018
5168,1194,1343013,0.0018
5169,1194,1443013,0.0018
5170,1194,1543013,0.011
5171,1195,1121008,0.0009
5172,1195,1221008,0.0009
5173,1195,1321008,0.0055
5174,1195,1421008,0.0055
5175,1195,1521008,0.0009
5176,1195,1122008,0.0009
5177,1195,1222008,0.0009
5178,1195,1322008,0.0055
5179,1195,1422008,0.0055
5180,1195,1522008,0.0009
5181,1195,1131017,0.0094
5182,1195,1231017,0.0094
5183,1195,1331017,0.0561
5184,1195,1431017,0.0561
5185,1195,1531017,0.0094
5186,1195,1132017,0.0125
5187,1195,1232017,0.0125
5188,1195,1332017,0.0748
5189,1195,1432017,0.0748
5190,1195,1532017,0.0125
5191,1195,1133017,0.0094
5192,1195,1233017,0.0094
5193,1195,1333017,0.0561
5194,1195,1433017,0.0561
5195,1195,1533017,0.0094
5196,1195,1142013,0.0018
5197,1195,1242013,0.0018
5198,1195,1342013,0.011
5199,1195,1442013,0.011
5200,1195,1542013,0.0018
5201,1195,1143013,0.0018
5202,1195,1243013,0.0018
5203,1195,1343013,0.011
5204,1195,1443013,0.011
5205,1195,1543013,0.0018
5206,1196,1121009,0.0009
5207,1196,1221009,0.0055
5208,1196,1321009,0.0009
5209,1196,1421009,0.0009
5210,1196,1521009,0.0055
5211,1196,1122009,0.0009
5212,1196,1222009,0.0055
5213,1196,1322009,0.0009
5214,1196,1422009,0.0009
5215,1196,1522009,0.0055
5216,1196,1131018,0.0094
5217,1196,1231018,0.0561
5218,1196,1331018,0.0094
5219,1196,1431018,0.0094
5220,1196,1531018,0.0561
5221,1196,1132018,0.0125
5222,1196,1232018,0.0748
5223,1196,1332018,0.0125
5224,1196,1432018,0.0125
5225,1196,1532018,0.0748
5226,1196,1133018,0.0094
5227,1196,1233018,0.0561
5228,1196,1333018,0.0094
5229,1196,1433018,0.0094
5230,1196,1533018,0.0561
5231,1196,1142014,0.0018
5232,1196,1242014,0.011
5233,1196,1342014,0.0018
5234,1196,1442014,0.0018
5235,1196,1542014,0.011
5236,1196,1143014,0.0018
5237,1196,1243014,0.011
5238,1196,1343014,0.0018
5239,1196,1443014,0.0018
5240,1196,1543014,0.011
5241,1197,1121009,0.0055
5242,1197,1221009,0.0009
5243,1197,1321009,0.0055
5244,1197,1421009,0.0009
5245,1197,1521009,0.0009
5246,1197,1122009,0.0055
5247,1197,1222009,0.0009
5248,1197,1322009,0.0055
5249,1197,1422009,0.0009
5250,1197,1522009,0.0009
5251,1197,1131018,0.0561
5252,1197,1231018,0.0094
5253,1197,1331018,0.0561
5254,1197,1431018,0.0094
5255,1197,1531018,0.0094
5256,1197,1132018,0.0748
5257,1197,1232018,0.0125
5258,1197,1332018,0.0748
5259,1197,1432018,0.0125
5260,1197,1532018,0.0125
5261,1197,1133018,0.0561
5262,1197,1233018,0.0094
5263,1197,1333018,0.0561
5264,1197,1433018,0.0094
5265,1197,1533018,0.0094
5266,1197,1142014,0.011
5267,1197,1242014,0.0018
5268,1197,1342014,0.011
5269,1197,1442014,0.0018
5270,1197,1542014,0.0018
5271,1197,1143014,0.011
5272,1197,1243014,0.0018
5273,1197,1343014,0.011
5274,1197,1443014,0.0018
5275,1197,1543014,0.0018
5276,1198,1121009,0.0009
5277,1198,1221009,0.0055
5278,1198,1321009,0.0009
5279,1198,1421009,0.0055
5280,1198,1521009,0.0009
5281,1198,1122009,0.0009
5282,1198,1222009,0.0055
5283,1198,1322009,0.0009
5284,1198,1422009,0.0055
5285,1198,1522009,0.0009
5286,1198,1131018,0.0094
5287,1198,1231018,0.0561
5288,1198,1331018,0.0094
5289,1198,1431018,0.0561
5290,1198,1531018,0.0094
5291,1198,1132018,0.0125
5292,1198,1232018,0.0748
5293,1198,1332018,0.0125
5294,1198,1432018,0.0748
5295,1198,1532018,0.0125
5296,1198,1133018,0.0094
5297,1198,1233018,0.0561
5298,1198,1333018,0.0094
5299,1198,1433018,0.0561
5300,1198,1533018,0.0094
5301,1198,1142014,0.0018
5302,1198,1242014,0.011
5303,1198,1342014,0.0018
5304,1198,1442014,0.011
5305,1198,1542014,0.0018
5306,1198,1143014,0.0018
5307,1198,1243014,0.011
5308,1198,1343014,0.0018
5309,1198,1443014,0.011
5310,1198,1543014,0.0018
5311,1199,1121009,0.0055
5312,1199,1221009,0.0009
5313,1199,1321009,0.0009
5314,1199,1421009,0.0009
5315,1199,1521009,0.0055
5316,1199,1122009,0.0055
5317,1199,1222009,0.0009
5318,1199,1322009,0.0009
5319,1199,1422009,0.0009
5320,1199,1522009,0.0055
5321,1199,1131018,0.0561
5322,1199,1231018,0.0094
5323,1199,1331018,0.0094
5324,1199,1431018,0.0094
5325,1199,1531018,0.0561
5326,1199,1132018,0.0748
5327,1199,1232018,0.0125
5328,1199,1332018,0.0125
5329,1199,1432018,0.0125
5330,1199,1532018,0.0748
5331,1199,1133018,0.0561
5332,1199,1233018,0.0094
5333,1199,1333018,0.0094
5334,1199,1433018,0.0094
5335,1199,1533018,0.0561
5336,1199,1142014,0.011
5337,1199,1242014,0.0018
5338,1199,1342014,0.0018
5339,1199,1442014,0.0018
5340,1199,1542014,0.011
5341,1199,1143014,0.011
5342,1199,1243014,0.0018
5343,1199,1343014,0.0018
5344,1199,1443014,0.0018
5345,1199,1543014,0.011
5346,1200,1121010,0.0009
5347,1200,1221010,0.0009
5348,1200,1321010,0.0055
5349,1200,1421010,0.0055
5350,1200,1521010,0.0009
5351,1200,1122010,0.0009
5352,1200,1222010,0.0009
5353,1200,1322010,0.0055
5354,1200,1422010,0.0055
5355,1200,1522010,0.0009
5356,1200,1131019,0.0094
5357,1200,1231019,0.0094
5358,1200,1331019,0.0561
5359,1200,1431019,0.0561
5360,1200,1531019,0.0094
5361,1200,1132019,0.0125
5362,1200,1232019,0.0125
5363,1200,1332019,0.0748
5364,1200,1432019,0.0748
5365,1200,1532019,0.0125
5366,1200,1133019,0.0094
5367,1200,1233019,0.0094
5368,1200,1333019,0.0561
5369,1200,1433019,0.0561
5370,1200,1533019,0.0094
5371,1200,1142015,0.0018
5372,1200,1242015,0.0018
5373,1200,1342015,0.011
5374,1200,1442015,0.011
5375,1200,1542015,0.0018
5376,1200,1143015,0.0018
5377,1200,1243015,0.0018
5378,1200,1343015,0.011
5379,1200,1443015,0.011
5380,1200,1543015,0.0018
5381,1201,1121010,0.0009
5382,1201,1221010,0.0055
5383,1201,1321010,0.0009
5384,1201,1421010,0.0009
5385,1201,1521010,0.0055
5386,1201,1122010,0.0009
5387,1201,1222010,0.0055
5388,1201,1322010,0.0009
5389,1201,1422010,0.0009
5390,1201,1522010,0.0055
5391,1201,1131019,0.0094
5392,1201,1231019,0.0561
5393,1201,1331019,0.0094
5394,1201,1431019,0.0094
5395,1201,1531019,0.0561
5396,1201,1132019,0.0125
5397,1201,1232019,0.0748
5398,1201,1332019,0.0125
5399,1201,1432019,0.0125
5400,1201,1532019,0.0748
5401,1201,1133019,0.0094
5402,1201,1233019,0.0561
5403,1201,1333019,0.0094
5404,1201,1433019,0.0094
5405,1201,1533019,0.0561
5406,1201,1142015,0.0018
5407,1201,1242015,0.011
5408,1201,1342015,0.0018
5409,1201,1442015,0.0018
5410,1201,1542015,0.011
5411,1201,1143015,0.0018
5412,1201,1243015,0.011
5413,1201,1343015,0.0018
5414,1201,1443015,0.0018
5415,1201,1543015,0.011
5416,1202,1121010,0.0055
5417,1202,1221010,0.0009
5418,1202,1321010,0.0055
5419,1202,1421010,0.0009
5420,1202,1521010,0.0009
5421,1202,1122010,0.0055
5422,1202,1222010,0.0009
5423,1202,1322010,0.0055
5424,1202,1422010,0.0009
5425,1202,1522010,0.0009
5426,1202,1131019,0.0561
5427,1202,1231019,0.0094
5428,1202,1331019,0.0561
5429,1202,1431019,0.0094
5430,1202,1531019,0.0094
5431,1202,1132019,0.0748
5432,1202,1232019,0.0125
5433,1202,1332019,0.0748
5434,1202,1432019,0.0125
5435,1202,1532019,0.0125
5436,1202,1133019,0.0561
5437,1202,1233019,0.0094
5438,1202,1333019,0.0561
5439,1202,1433019,0.0094
5440,1202,1533019,0.0094
5441,1202,1142015,0.011
5442,1202,1242015,0.0018
5443,1202,1342015,0.011
5444,1202,1442015,0.0018
5445,1202,1542015,0.0018
5446,1202,1143015,0.011
5447,1202,1243015,0.0018
5448,1202,1343015,0.011
5449,1202,1443015,0.0018
5450,1202,1543015,0.0018
5451,1203,1121010,0.0009
5452,1203,1221010,0.0055
5453,1203,1321010,0.0009
5454,1203,1421010,0.0055
5455,1203,1521010,0.0009
5456,1203,1122010,0.0009
5457,1203,1222010,0.0055
5458,1203,1322010,0.0009
5459,1203,1422010,0.0055
5460,1203,1522010,0.0009
5461,1203,1131019,0.0094
5462,1203,1231019,0.0561
5463,1203,1331019,0.0094
5464,1203,1431019,0.0561
5465,1203,1531019,0.0094
5466,1203,1132019,0.0125
5467,1203,1232019,0.0748
5468,1203,1332019,0.0125
5469,1203,1432019,0.0748
5470,1203,1532019,0.0125
5471,1203,1133019,0.0094
5472,1203,1233019,0.0561
5473,1203,1333019,0.0094
5474,1203,1433019,0.0561
5475,1203,1533019,0.0094
5476,1203,1142015,0.0018
5477,1203,1242015,0.011
5478,1203,1342015,0.0018
5479,1203,1442015,0.011
5480,1203,1542015,0.0018
5481,1203,1143015,0.0018
5482,1203,1243015,0.011
5483,1203,1343015,0.0018
5484,1203,1443015,0.011
5485,1203,1543015,0.0018
5486,1204,1131011,0.0594
5487,1204,1231011,0.0099
5488,1204,1331011,0.0099
5489,1204,1431011,0.0099
5490,1204,1531011,0.0594
5491,1204,1132011,0.0792
5492,1204,1232011,0.0132
5493,1204,1332011,0.0132
5494,1204,1432011,0.0132
5495,1204,1532011,0.0792
5496,1204,1133011,0.0594
5497,1204,1233011,0.0099
5498,1204,1333011,0.0099
5499,1204,1433011,0.0099
5500,1204,1533011,0.0594
5501,1204,1142016,0.011
5502,1204,1242016,0.0018
5503,1204,1342016,0.0018
5504,1204,1442016,0.0018
5505,1204,1542016,0.011
5506,1204,1143016,0.011
5507,1204,1243016,0.0018
5508,1204,1343016,0.0018
5509,1204,1443016,0.0018
5510,1204,1543016,0.011
5511,1205,1131011,0.0099
5512,1205,1231011,0.0099
5513,1205,1331011,0.0594
5514,1205,1431011,0.0594
5515,1205,1531011,0.0099
5516,1205,1132011,0.0132
5517,1205,1232011,0.0132
5518,1205,1332011,0.0792
5519,1205,1432011,0.0792
5520,1205,1532011,0.0132
5521,1205,1133011,0.0099
5522,1205,1233011,0.0099
5523,1205,1333011,0.0594
5524,1205,1433011,0.0594
5525,1205,1533011,0.0099
5526,1205,1142016,0.0018
5527,1205,1242016,0.0018
5528,1205,1342016,0.011
5529,1205,1442016,0.011
5530,1205,1542016,0.0018
5531,1205,1143016,0.0018
5532,1205,1243016,0.0018
5533,1205,1343016,0.011
5534,1205,1443016,0.011
5535,1205,1543016,0.0018
5536,1206,1131011,0.0099
5537,1206,1231011,0.0594
5538,1206,1331011,0.0099
5539,1206,1431011,0.0099
5540,1206,1531011,0.0594
5541,1206,1132011,0.0132
5542,1206,1232011,0.0792
5543,1206,1332011,0.0132
5544,1206,1432011,0.0132
5545,1206,1532011,0.0792
5546,1206,1133011,0.0099
5547,1206,1233011,0.0594
5548,1206,1333011,0.0099
5549,1206,1433011,0.0099
5550,1206,1533011,0.0594
5551,1206,1142016,0.0018
5552,1206,1242016,0.011
5553,1206,1342016,0.0018
5554,1206,1442016,0.0018
5555,1206,1542016,0.011
5556,1206,1143016,0.0018
5557,1206,1243016,0.011
5558,1206,1343016,0.0018
5559,1206,1443016,0.0018
5560,1206,1543016,0.011
5561,1207,1131011,0.0594
5562,1207,1231011,0.0099
5563,1207,1331011,0.0594
5564,1207,1431011,0.0099
5565,1207,1531011,0.0099
5566,1207,1132011,0.0792
5567,1207,1232011,0.0132
5568,1207,1332011,0.0792
5569,1207,1432011,0.0132
5570,1207,1532011,0.0132
5571,1207,1133011,0.0594
5572,1207,1233011,0.0099
5573,1207,1333011,0.0594
5574,1207,1433011,0.0099
5575,1207,1533011,0.0099
5576,1207,1142016,0.011
5577,1207,1242016,0.0018
5578,1207,1342016,0.011
5579,1207,1442016,0.0018
5580,1207,1542016,0.0018
5581,1207,1143016,0.011
5582,1207,1243016,0.0018
5583,1207,1343016,0.011
5584,1207,1443016,0.0018
5585,1207,1543016,0.0018
5586,1208,1131012,0.0099
5587,1208,1231012,0.0594
5588,1208,1331012,0.0099
5589,1208,1431012,0.0594
5590,1208,1531012,0.0099
5591,1208,1132012,0.0132
5592,1208,1232012,0.0792
5593,1208,1332012,0.0132
5594,1208,1432012,0.0792
5595,1208,1532012,0.0132
5596,1208,1133012,0.0099
5597,1208,1233012,0.0594
5598,1208,1333012,0.0099
5599,1208,1433012,0.0594
5600,1208,1533012,0.0099
5601,1208,1142017,0.0018
5602,1208,1242017,0.011
5603,1208,1342017,0.0018
5604,1208,1442017,0.011
5605,1208,1542017,0.0018
5606,1208,1143017,0.0018
5607,1208,1243017,0.011
5608,1208,1343017,0.0018
5609,1208,1443017,0.011
5610,1208,1543017,0.0018
5611,1209,1131012,0.0594
5612,1209,1231012,0.0099
5613,1209,1331012,0.0099
5614,1209,1431012,0.0099
5615,1209,1531012,0.0594
5616,1209,1132012,0.0792
5617,1209,1232012,0.0132
5618,1209,1332012,0.0132
5619,1209,1432012,0.0132
5620,1209,1532012,0.0792
5621,1209,1133012,0.0594
5622,1209,1233012,0.0099
5623,1209,1333012,0.0099
5624,1209,1433012,0.0099
5625,1209,1533012,0.0594
5626,1209,1142017,0.011
5627,1209,1242017,0.0018
5628,1209,1342017,0.0018
5629,1209,1442017,0.0018
5630,1209,1542017,0.011
5631,1209,1143017,0.011
5632,1209,1243017,0.0018
5633,1209,1343017,0.0018
5634,1209,1443017,0.0018
5635,1209,1543017,0.011
5636,1210,1131012,0.0099
5637,1210,1231012,0.0099
5638,1210,1331012,0.0594
5639,1210,1431012,0.0594
5640,1210,1531012,0.0099
5641,1210,1132012,0.0132
5642,1210,1232012,0.0132
5643,1210,1332012,0.0792
5644,1210,1432012,0.0792
5645,1210,1532012,0.0132
5646,1210,1133012,0.0099
5647,1210,1233012,0.0099
5648,1210,1333012,0.0594
5649,1210,1433012,0.0594
5650,1210,1533012,0.0099
5651,1210,1142017,0.0018
5652,1210,1242017,0.0018
5653,1210,1342017,0.011
5654,1210,1442017,0.011
5655,1210,1542017,0.0018
5656,1210,1143017,0.0018
5657,1210,1243017,0.0018
5658,1210,1343017,0.011
5659,1210,1443017,0.011
5660,1210,1543017,0.0018
5661,1211,1131012,0.0099
5662,1211,1231012,0.0594
5663,1211,1331012,0.0099
5664,1211,1431012,0.0099
5665,1211,1531012,0.0594
5666,1211,1132012,0.0132
5667,1211,1232012,0.0792
5668,1211,1332012,0.0132
5669,1211,1432012,0.0132
5670,1211,1532012,0.0792
5671,1211,1133012,0.0099
5672,1211,1233012,0.0594
5673,1211,1333012,0.0099
5674,1211,1433012,0.0099
5675,1211,1533012,0.0594
5676,1211,1142017,0.0018
5677,1211,1242017,0.011
5678,1211,1342017,0.0018
5679,1211,1442017,0.0018
5680,1211,1542017,0.011
5681,1211,1143017,0.0018
5682,1211,1243017,0.011
5683,1211,1343017,0.0018
5684,1211,1443017,0.0018
5685,1211,1543017,0.011
5686,1212,1131013,0.0099
5687,1212,1231013,0.0594
5688,1212,1331013,0.0099
5689,1212,1431013,0.0594
5690,1212,1531013,0.0099
5691,1212,1132013,0.0132
5692,1212,1232013,0.0792
5693,1212,1332013,0.0132
5694,1212,1432013,0.0792
5695,1212,1532013,0.0132
5696,1212,1133013,0.0099
5697,1212,1233013,0.0594
5698,1212,1333013,0.0099
5699,1212,1433013,0.0594
5700,1212,1533013,0.0099
5701,1212,1142018,0.0018
5702,1212,1242018,0.011
5703,1212,1342018,0.0018
5704,1212,1442018,0.011
5705,1212,1542018,0.0018
5706,1212,1143018,0.0018
5707,1212,1243018,0.011
5708,1212,1343018,0.0018
5709,1212,1443018,0.011
5710,1212,1543018,0.0018
5711,1213,1131013,0.0594
5712,1213,1231013,0.0099
5713,1213,1331013,0.0099
5714,1213,1431013,0.0099
5715,1213,1531013,0.0594
5716,1213,1132013,0.0792
5717,1213,1232013,0.0132
5718,1213,1332013,0.0132
5719,1213,1432013,0.0132
5720,1213,1532013,0.0792
5721,1213,1133013,0.0594
5722,1213,1233013,0.0099
5723,1213,1333013,0.0099
5724,1213,1433013,0.0099
5725,1213,1533013,0.0594
5726,1213,1142018,0.011
5727,1213,1242018,0.0018
5728,1213,1342018,0.0018
5729,1213,1442018,0.0018
5730,1213,1542018,0.011
5731,1213,1143018,0.011
5732,1213,1243018,0.0018
5733,1213,1343018,0.0018
5734,1213,1443018,0.0018
5735,1213,1543018,0.011
5736,1214,1131013,0.0099
5737,1214,1231013,0.0099
5738,1214,1331013,0.0594
5739,1214,1431013,0.0594
5740,1214,1531013,0.0099
5741,1214,1132013,0.0132
5742,1214,1232013,0.0132
5743,1214,1332013,0.0792
5744,1214,1432013,0.0792
5745,1214,1532013,0.0132
5746,1214,1133013,0.0099
5747,1214,1233013,0.0099
5748,1214,1333013,0.0594
5749,1214,1433013,0.0594
5750,1214,1533013,0.0099
5751,1214,1142018,0.0018
5752,1214,1242018,0.0018
5753,1214,1342018,0.011
5754,1214,1442018,0.011
5755,1214,1542018,0.0018
5756,1214,1143018,0.0018
5757,1214,1243018,0.0018
5758,1214,1343018,0.011
5759,1214,1443018,0.011
5760,1214,1543018,0.0018
5761,1215,1131013,0.0594
5762,1215,1231013,0.0099
5763,1215,1331013,0.0594
5764,1215,1431013,0.0099
5765,1215,1531013,0.0099
5766,1215,1132013,0.0792
5767,1215,1232013,0.0132
5768,1215,1332013,0.0792
5769,1215,1432013,0.0132
5770,1215,1532013,0.0132
5771,1215,1133013,0.0594
5772,1215,1233013,0.0099
5773,1215,1333013,0.0594
5774,1215,1433013,0.0099
5775,1215,1533013,0.0099
5776,1215,1142018,0.011
