序号,类型 0:枪|1:弓|2:骑,武将风格,类型名,名字,国家 1:魏|2:蜀|3:吴|4:他,品质,人物等级,等级,武力,智力,兵力,士气,技能,被动技能1,被动技能2,被动技能3,被动技能,兵种等级,战器淬炼（CSVMagicWeaponSmeltAttr.csv）,性别(1男2女）,持续周期,Boss,互斥Id,默认x,默认y,默认战法,小图片atlas,小图片sprite,大图片,技能语音,死亡语音
305613,2,3,骑,李傕,4,3,1,3,544,376,373,0,12319622,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard196,card196,warrior/4S_05,warrior/4D_03
305614,2,3,骑,虎贲骑,4,3,1,3,517,337,373,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_05n
305621,2,3,骑,华雄,4,3,1,3,1367,832,991,0,12305623,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard56,card56,warrior/56S,warrior/56D
305622,2,3,骑,董白,4,3,1,3,1298,832,1142,0,12311823,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard118,card118,warrior/44S,warrior/44D
305623,2,3,骑,李傕,4,3,1,3,1275,941,991,0,12319623,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard196,card196,warrior/4S_05,warrior/4D_03
305624,2,3,骑,虎贲骑,4,3,1,3,1243,832,991,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_05n
305701,0,3,枪,黄盖,3,3,1,3,83,65,79,0,22305701,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard57,card57,warrior/1S_01,warrior/1D_01
305702,2,3,骑,吴国骑兵,3,2,1,3,84,68,64,0,22305721,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/4S_02n,warrior/4D_05n
305703,1,3,弓,吴国弓兵,3,2,1,3,63,93,63,0,42305711,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2014,card2014,warrior/1S_05n,warrior/1D_03n
305711,0,3,枪,黄盖,3,3,1,3,460,337,469,4,22305702,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard57,card57,warrior/1S_01,warrior/1D_01
305712,2,3,骑,吴国骑兵,3,2,1,3,517,337,373,0,22305722,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/4S_02n,warrior/4D_05n
305713,1,3,弓,吴国弓兵,3,2,1,3,374,501,348,0,42305712,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2014,card2014,warrior/1S_05n,warrior/1D_03n
305721,0,3,枪,黄盖,3,3,1,3,1123,832,1210,9,22305703,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard57,card57,warrior/1S_01,warrior/1D_01
305722,2,3,骑,吴国骑兵,3,2,1,3,1243,832,991,0,22305723,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/4S_02n,warrior/4D_05n
305723,1,3,弓,吴国弓兵,3,2,1,3,908,1235,912,0,42305713,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2014,card2014,warrior/1S_05n,warrior/1D_03n
305801,1,3,弓,张春华,1,3,1,3,54,95,78,0,42305811,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard4001,card4001,warrior/58S,warrior/58D
305802,0,3,枪,魏国枪兵,1,2,1,3,82,68,66,0,12305801,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/3S_04,warrior/3D_03n
305811,1,3,弓,张春华,1,3,1,3,374,551,348,2,42305812,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard4001,card4001,warrior/58S,warrior/58D
305812,0,3,枪,魏国枪兵,1,2,1,3,481,337,402,0,12305802,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/3S_04,warrior/3D_03n
305821,1,3,弓,张春华,1,3,1,3,908,1358,912,4,42305813,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard4001,card4001,warrior/58S,warrior/58D
305822,0,3,枪,魏国枪兵,1,2,1,3,1126,832,1095,0,12305803,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/3S_04,warrior/3D_03n
306201,2,3,骑,马云禄,2,3,1,3,81,68,85,0,12306221,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard62,card62,warrior/62S,warrior/62D
306202,2,3,骑,马腾,4,3,1,3,78,65,82,0,12307021,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard70,card70,warrior/70S,warrior/70D
306203,2,3,骑,马岱,2,3,1,3,82,66,77,0,22307221,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard72,card72,warrior/72S,warrior/72D
306204,2,3,骑,西凉骑兵,2,2,1,3,84,68,64,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_06,warrior/1D_04
306211,2,3,骑,马云禄,2,3,1,3,568,337,373,3,12306222,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard62,card62,warrior/62S,warrior/62D
306212,2,3,骑,马腾,4,3,1,3,483,337,450,0,12307022,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard70,card70,warrior/70S,warrior/70D
306213,2,3,骑,马岱,2,3,1,3,551,337,373,0,22307222,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard72,card72,warrior/72S,warrior/72D
306214,2,3,骑,西凉骑兵,2,2,1,3,517,337,373,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_06,warrior/1D_04
306221,2,3,骑,马云禄,2,3,1,3,1367,832,991,3.5,12306223,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard62,card62,warrior/62S,warrior/62D
306222,2,3,骑,马腾,4,3,1,3,1128,832,1155,0,12307023,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard70,card70,warrior/70S,warrior/70D
306223,2,3,骑,马岱,2,3,1,3,1345,832,991,0,22307223,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard72,card72,warrior/72S,warrior/72D
306224,2,3,骑,西凉骑兵,2,2,1,3,1243,832,991,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/1S_06,warrior/1D_04
306301,2,3,骑,公孙瓒,4,3,1,3,74,70,81,0,12306321,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard63,card63,warrior/63S,warrior/63D
306302,1,3,弓,卢植,4,3,1,3,57,86,82,0,42308811,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard88,card88,warrior/3S_02,warrior/3D_02
306303,2,3,骑,白马义从,4,3,1,3,84,68,64,0,12306324,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/3S_04,warrior/3D_03n
306311,2,3,骑,公孙瓒,4,3,1,3,483,337,450,3,12306322,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard63,card63,warrior/63S,warrior/63D
306312,1,3,弓,卢植,4,3,1,3,374,551,348,0,42308812,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard88,card88,warrior/3S_02,warrior/3D_02
306313,2,3,骑,白马义从,4,3,1,3,517,337,373,0,12306325,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/3S_04,warrior/3D_03n
306321,2,3,骑,公孙瓒,4,3,1,3,1128,832,1155,0,12306323,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard63,card63,warrior/63S,warrior/63D
306322,1,3,弓,卢植,4,3,1,3,908,1358,912,3,42308813,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard88,card88,warrior/3S_02,warrior/3D_02
306323,2,3,骑,白马义从,4,3,1,3,1243,832,991,0,12306326,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/3S_04,warrior/3D_03n
306601,1,3,弓,田丰,4,3,1,3,57,93,75,0,42306611,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard66,card66,warrior/66S,warrior/66D
306602,1,3,弓,袁术,4,3,1,3,73,71,81,0,12319111,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard191,card191,warrior/4S_02n,warrior/4D_02
306603,2,3,骑,袁术骑兵,4,2,1,3,84,68,64,0,12306621,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/6S_05n,warrior/6D_03n
306611,1,3,弓,田丰,4,3,1,3,374,551,348,4,42306612,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard66,card66,warrior/66S,warrior/66D
306612,1,3,弓,袁术,4,3,1,3,428,487,348,0,12319112,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard191,card191,warrior/4S_02n,warrior/4D_02
306613,2,3,骑,袁术骑兵,4,2,1,3,517,337,373,0,12306622,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/6S_05n,warrior/6D_03n
306621,1,3,弓,田丰,4,3,1,3,908,1358,912,0,42306613,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard66,card66,warrior/66S,warrior/66D
306622,1,3,弓,袁术,4,3,1,3,1017,1226,912,3,12319113,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard191,card191,warrior/4S_02n,warrior/4D_02
306623,2,3,骑,袁术骑兵,4,2,1,3,1243,832,991,0,12306623,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/6S_05n,warrior/6D_03n
307801,0,3,枪,张任,4,3,1,3,79,58,88,0,12307801,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard78,card78,warrior/78S,warrior/78D
307802,0,3,枪,刘璋部下,4,2,1,3,82,68,66,0,22307801,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2027,card2027,warrior/1S_05n,warrior/1D_03n
307803,2,3,骑,刘璋部下,4,2,1,3,74,68,73,0,12307821,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/3S_05,warrior/3D_04
307811,0,3,枪,张任,4,3,1,3,529,337,402,0,12307802,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard78,card78,warrior/78S,warrior/78D
307812,0,3,枪,刘璋部下,4,2,1,3,481,337,402,0,22307802,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2027,card2027,warrior/1S_05n,warrior/1D_03n
307813,2,3,骑,刘璋部下,4,2,1,3,460,337,427,0,12307822,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/3S_05,warrior/3D_04
307821,0,3,枪,张任,4,3,1,3,1238,832,1095,2,12307803,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard78,card78,warrior/78S,warrior/78D
307822,0,3,枪,刘璋部下,4,2,1,3,1126,832,1095,0,22307803,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2027,card2027,warrior/1S_05n,warrior/1D_03n
307823,2,3,骑,刘璋部下,4,2,1,3,1123,832,1100,0,12307823,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/3S_05,warrior/3D_04
308001,1,3,弓,郭皇后,1,3,1,3,46,87,95,0,42308011,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard80,card80,warrior/80S,warrior/80D
308002,1,3,弓,魏国弓兵,1,2,1,3,82,71,63,0,12308011,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/3S_04,warrior/3D_03n
308003,0,3,枪,魏国枪兵,1,2,1,3,72,68,75,0,32308001,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2022,card2022,warrior/3S_04,warrior/3D_03n
308011,1,3,弓,郭皇后,1,3,1,3,374,551,348,0,42308012,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard80,card80,warrior/80S,warrior/80D
308012,1,3,弓,魏国弓兵,1,2,1,3,481,380,345,3,12308012,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/3S_04,warrior/3D_03n
308013,0,3,枪,魏国枪兵,1,2,1,3,428,337,459,0,32308002,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2022,card2022,warrior/3S_04,warrior/3D_03n
308021,1,3,弓,郭皇后,1,3,1,3,908,1358,912,5,42308013,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard80,card80,warrior/80S,warrior/80D
308022,1,3,弓,魏国弓兵,1,2,1,3,1126,969,888,0,12308013,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,warrior/3S_04,warrior/3D_03n
308023,0,3,枪,魏国枪兵,1,2,1,3,1017,832,1215,0,32308003,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2022,card2022,warrior/3S_04,warrior/3D_03n
308301,1,3,弓,马良,2,3,1,3,48,89,88,0,42308311,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard83,card83,warrior/3S_01,warrior/3D_04
308302,2,3,骑,马谡,2,3,1,3,68,78,79,0,22309221,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard92,card92,warrior/6S_04,warrior/6D_04
308303,2,3,骑,蜀国骑兵,2,2,1,3,84,68,64,0,12308321,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
308311,1,3,弓,马良,2,3,1,3,374,551,348,4,42308312,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard83,card83,warrior/3S_01,warrior/3D_04
308312,2,3,骑,马谡,2,3,1,3,483,337,450,0,22309222,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard92,card92,warrior/6S_04,warrior/6D_04
308313,2,3,骑,蜀国骑兵,2,2,1,3,517,337,373,0,12308322,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
308321,1,3,弓,马良,2,3,1,3,908,1358,912,0,42308313,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard83,card83,warrior/3S_01,warrior/3D_04
308322,2,3,骑,马谡,2,3,1,3,1128,832,1155,3,22309223,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard92,card92,warrior/6S_04,warrior/6D_04
308323,2,3,骑,蜀国骑兵,2,2,1,3,1243,832,991,0,12308323,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
310701,1,3,弓,鲍三娘,2,3,1,3,79,65,82,0,12310701,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard107,card107,warrior/8S_01,warrior/8D_01
310702,0,3,枪,关索,2,3,1,3,88,68,92,0,12308201,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard82,card82,warrior/1S_05n,warrior/1D_02
310703,0,3,枪,蜀国枪兵,2,2,1,3,82,68,66,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/1S_05n,warrior/1D_03n
310711,1,3,弓,鲍三娘,2,3,1,3,529,380,345,2,12310702,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard107,card107,warrior/8S_01,warrior/8D_01
310712,0,3,枪,关索,2,3,1,3,534,337,402,0,12308202,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard82,card82,warrior/1S_05n,warrior/1D_02
310713,0,3,枪,蜀国枪兵,2,2,1,3,481,337,402,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/1S_05n,warrior/1D_03n
310721,1,3,弓,鲍三娘,2,3,1,3,1238,969,888,5,12310703,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard107,card107,warrior/8S_01,warrior/8D_01
310722,0,3,枪,关索,2,3,1,3,1264,832,1095,0,12308203,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard82,card82,warrior/1S_05n,warrior/1D_02
310723,0,3,枪,蜀国枪兵,2,2,1,3,1126,832,1095,0,0,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2024,card2024,warrior/1S_05n,warrior/1D_03n
312701,1,3,弓,邹氏,4,3,1,3,47,86,92,0,32312711,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard127,card127,warrior/8S_02,warrior/8D_02
312702,0,3,枪,张绣部下,4,2,1,3,82,68,66,0,22312701,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_05,warrior/4D_06
312703,2,3,骑,张绣部下,4,2,1,3,84,68,64,0,12312721,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2005,card2005,warrior/3S_05,warrior/3D_04
312711,1,3,弓,邹氏,4,3,1,3,374,551,348,4,32312712,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard127,card127,warrior/8S_02,warrior/8D_02
312712,0,3,枪,张绣部下,4,2,1,3,481,337,402,0,22312702,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_05,warrior/4D_06
312713,2,3,骑,张绣部下,4,2,1,3,517,337,373,0,12312722,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2005,card2005,warrior/3S_05,warrior/3D_04
312721,1,3,弓,邹氏,4,3,1,3,908,1358,912,7,32312713,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard127,card127,warrior/8S_02,warrior/8D_02
312722,0,3,枪,张绣部下,4,2,1,3,1126,832,1095,0,22312703,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2017,card2017,warrior/4S_05,warrior/4D_06
312723,2,3,骑,张绣部下,4,2,1,3,1243,832,991,0,12312723,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2005,card2005,warrior/3S_05,warrior/3D_04
314001,1,3,弓,丁夫人,1,3,1,3,65,83,77,0,32314011,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard140,card140,warrior/7S_04,warrior/7D_05
314002,2,3,骑,魏国骑兵,1,2,1,3,84,68,64,0,22314021,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
314003,2,3,骑,魏国骑兵,1,2,1,3,84,68,64,0,12314021,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
314011,1,3,弓,丁夫人,1,3,1,3,374,551,348,3,32314012,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard140,card140,warrior/7S_04,warrior/7D_05
314012,2,3,骑,魏国骑兵,1,2,1,3,517,337,373,0,22314022,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
314013,2,3,骑,魏国骑兵,1,2,1,3,517,337,373,0,12314022,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
314021,1,3,弓,丁夫人,1,3,1,3,908,1358,912,7,32314013,-1,-1,-1,null,1,null,2,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard140,card140,warrior/7S_04,warrior/7D_05
314022,2,3,骑,魏国骑兵,1,2,1,3,1243,832,991,0,22314023,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
314023,2,3,骑,魏国骑兵,1,2,1,3,1243,832,991,0,12314023,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_02
319801,0,3,枪,少年关羽,2,3,1,3,88,65,83,0,22319801,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1001,card1001,warrior/2S,warrior/2D
319802,2,3,骑,少年吕布,4,3,1,3,94,56,86,0,12319921,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1002,card1002,warrior/19S,warrior/19D
319803,1,3,弓,少年周瑜,3,3,1,3,76,87,73,0,42320011,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1003,card1003,warrior/12S,warrior/10D
319804,2,3,骑,少年张辽,1,3,1,3,84,67,85,0,12320121,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1004,card1004,warrior/8S,warrior/8D
319805,0,3,枪,少年赵云,2,3,1,3,83,71,82,0,12320201,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1005,card1005,warrior/4S,warrior/4D
319811,0,3,枪,少年关羽,2,3,1,3,529,337,402,0,22319802,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1001,card1001,warrior/2S,warrior/2D
319812,2,3,骑,少年吕布,4,3,1,3,568,338,373,0,12319922,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1002,card1002,warrior/19S,warrior/19D
319813,1,3,弓,少年周瑜,3,3,1,3,374,551,382,0,42320012,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1003,card1003,warrior/12S,warrior/10D
319814,2,3,骑,少年张辽,1,3,1,3,566,338,337,3,12320122,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1004,card1004,warrior/8S,warrior/8D
319815,0,3,枪,少年赵云,2,3,1,3,529,337,402,0,12320202,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1005,card1005,warrior/4S,warrior/4D
319821,0,3,枪,少年关羽,2,3,1,3,1238,832,1095,0,22319803,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1001,card1001,warrior/2S,warrior/2D
319822,2,3,骑,少年吕布,4,3,1,3,1367,832,991,0,12319923,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1002,card1002,warrior/19S,warrior/19D
319823,1,3,弓,少年周瑜,3,3,1,3,908,1235,912,3,42320013,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1003,card1003,warrior/12S,warrior/10D
319824,2,3,骑,少年张辽,1,3,1,3,1355,832,991,0,12320123,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1004,card1004,warrior/8S,warrior/8D
319825,0,3,枪,少年赵云,2,3,1,3,1238,832,1095,0,12320203,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1005,card1005,warrior/4S,warrior/4D
320501,1,3,弓,伏皇后,4,3,1,3,62,77,86,0,22320511,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard205,card205,warrior/8S_05,warrior/8D_05
320502,2,3,骑,侍卫,4,2,1,3,84,68,64,0,22320521,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_05n
320503,2,3,骑,侍卫,4,2,1,3,84,68,64,0,12320521,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,warrior/4S_06,warrior/4D_07
320511,1,3,弓,伏皇后,4,3,1,3,428,487,348,3,22320512,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard205,card205,warrior/8S_05,warrior/8D_05
320512,2,3,骑,侍卫,4,2,1,3,517,337,373,0,22320522,-1,-1,-1,null,1,null,1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,warrior/4S_02n,warrior/4D_05n
