关卡ID,关卡类型(普通副本值为0，英雄副本为1，百战之路3，挑战副本为7）,章,关卡名,战役名,战役序号,大关卡序号,是否是城池（可争夺）,胜利条件,关卡地图,战器掉落ID,掉落最大数量,掉落物品1,掉落物品2,掉落物品3,掉落物品4,阵型类型,角色1,角色2,角色3,角色4,角色5,将魂将领id(1-5),将魂将领技能,部队技能(符文套装),技能优先级1,技能优先级2,技能优先级3,技能优先级4,技能优先级5,关卡图标位置索引,图标连线类型（0为无连线1为上2为下4为左8为右/如果有多条则按位与）,关卡描述,需求军令,需求战力,需求解锁关卡,标准战力,抽卡类型,挑战产出类型,挑战产出数量,产出碎片概率,产出碎片数量,兄弟关1,兄弟关2,入场回合
67,0,第六章,寻找玉玺,散布谣言,67,0,0,1,6,1151,2,1221009,1231015,1531015,1542011,68,16081,16081,16082,16082,16082,1,0,0,1,2,3,4,5,11,4,别让袁术逃了！,7,7500,0,100,9,0,0,0,0,0,0,0
68,0,第六章,寻找玉玺,围剿寿春,68,0,1,1,6,1152,2,1121010,1131016,1331016,1342012,69,16091,16092,16092,16092,16093,1,0,0,1,5,0,0,0,18,1,伪装成密使，离间吕布和刘备曹操,7,7500,0,100,9,0,0,0,0,0,0,0
69,0,第六章,寻找玉玺,清除残军,69,0,0,1,6,1153,2,1221010,1231016,1431016,1442012,70,16101,16101,16102,16103,16103,1,0,0,3,4,5,0,0,19,4,开门，放水！,7,7500,0,100,9,0,0,0,0,0,0,0
70,0,第六章,寻找玉玺,致命一击,70,0,0,1,6,1154,2,1121010,1131016,1531016,1542012,71,16111,16111,16111,16112,16113,1,0,0,1,5,4,0,0,20,4,围攻下邳城,7,7500,0,100,9,0,0,0,0,0,0,0
71,0,第六章,寻找玉玺,袁术之死,71,0,1,1,6,1155,2,1321010,1331016,1431016,1442012,72,16121,16122,16122,16122,16123,1,0,0,1,5,2,3,4,13,2,与鬼神吕布的大决战,7,7500,0,100,9,0,0,0,0,0,0,0
72,0,第七章,无双鬼神,策反之计,72,0,0,1,7,1156,2,1221008,1231017,1531017,1542013,73,17011,17011,17012,17012,17013,1,0,0,5,3,4,1,2,0,0,小沛城内传来阵阵火光,7,9600,0,100,9,0,0,0,0,0,0,0
73,0,第七章,无双鬼神,里应外合,73,0,1,1,7,1157,2,1121008,1131017,1331017,1342013,74,17021,17021,17022,17022,17023,1,0,0,34,5,1,2,0,1,4,四处寻找刘备的踪影,7,9600,0,100,9,0,0,0,0,0,0,0
74,0,第七章,无双鬼神,计谋败露,74,0,0,1,7,1158,2,1221008,1231017,1431017,1442013,75,17031,17032,17033,17033,17033,1,0,0,1,2,3,0,0,2,4,遭遇常山赵子龙,7,9600,0,100,9,0,0,0,0,0,0,0
75,0,第七章,无双鬼神,逃离下邳,75,0,0,1,7,1159,2,1121008,1131017,1531017,1542013,76,17041,17042,17042,17043,17043,1,0,0,4,1,5,0,0,9,1,关羽的三个儿子也来了,7,9600,0,100,9,0,0,0,0,0,0,0
76,0,第七章,无双鬼神,迎战陈宫,76,0,0,1,7,1160,2,1321009,1331018,1431018,1442014,77,17051,17051,17052,17053,17053,1,0,0,4,3,1,5,2,16,1,在这里遇到袁绍的部下，一定有阴谋,7,9600,0,100,9,0,0,0,0,0,0,0
77,0,第七章,无双鬼神,假扮密史,77,0,0,1,7,1161,2,1221009,1231018,1531018,1542014,78,17061,17062,17063,17063,17064,1,0,0,2,3,15,4,0,15,8,遭遇河间四将之一的高览,7,9600,0,100,9,0,0,0,0,0,0,0
78,0,第七章,无双鬼神,初会张辽,78,0,1,1,7,1162,2,1221009,1231018,1431018,1442014,79,17071,17071,17072,17072,17073,1,0,0,1,34,5,2,0,8,10,又来一位名将,7,9600,0,100,9,0,0,0,0,0,0,0
79,0,第七章,无双鬼神,水攻下邳,79,0,0,1,7,1163,2,1121009,1131018,1531018,1542014,80,17081,17081,17082,17082,17083,1,0,0,1,3,5,2,4,10,4,追赶刘备，别让袁军带走他,7,9600,0,100,9,0,0,0,0,0,0,0
80,0,第七章,无双鬼神,下邳之战,80,0,1,1,7,1164,2,1321010,1331019,1431019,1442015,81,17091,17091,17092,17092,17093,1,0,0,3,4,5,1,2,11,4,河间二将一起来也别想阻拦,7,9600,0,100,9,0,0,0,0,0,0,0
81,0,第七章,无双鬼神,天下无双,81,0,0,1,7,1165,2,1121010,1131019,1331019,1342015,82,17101,17101,17101,17102,0,1,0,0,1,4,0,0,0,12,4,快要追上刘备的部队了,7,9600,0,100,9,0,0,0,0,0,0,0
82,0,第七章,无双鬼神,父女之情,82,0,0,1,7,1166,2,1221010,1231019,1531019,1542015,83,17111,17111,17111,17112,17113,1,0,0,4,5,0,0,0,19,1,冷静下来，劝说刘备,7,9600,0,100,9,0,0,0,0,0,0,0
83,0,第七章,无双鬼神,白门楼之战,83,0,1,1,7,1167,2,1121010,1131019,1331019,1342015,84,17121,17122,17123,17124,17125,1,0,0,2,1,3,4,0,20,4,又遇到了曹军,7,9600,0,100,9,0,0,0,0,0,0,0
84,0,第八章,官渡前夕,偶遇曹军,84,0,0,1,8,1168,2,1221008,1231011,1431011,1442016,85,18011,18012,18012,18013,18014,1,0,0,1,4,5,0,0,7,0,小沛城内传来阵阵火光,7,12000,0,100,9,0,0,0,0,0,0,0
85,0,第八章,官渡前夕,一场误会,85,0,0,1,8,1169,2,1121008,1131011,1531011,1542016,86,18021,18022,18023,18024,18024,1,0,0,3,4,1,2,5,8,4,四处寻找刘备的踪影,7,12000,0,100,9,0,0,0,0,0,0,0
86,0,第八章,官渡前夕,常山赵子龙,86,0,1,1,8,1170,2,1321008,1331011,1431011,1442016,87,18031,18032,18032,0,0,1,0,0,2,1,3,0,0,9,4,遭遇常山赵子龙,7,12000,0,100,9,0,0,0,0,0,0,0
87,0,第八章,官渡前夕,关羽三子,87,0,0,1,8,1171,2,1221008,1231011,1531011,1542016,88,18041,18042,18043,0,0,1,0,0,12,3,0,0,0,2,2,关羽的三个儿子也来了,7,12000,0,100,9,0,0,0,0,0,0,0
88,0,第八章,官渡前夕,袁军乱入,88,0,0,1,8,1172,2,1121009,1131012,1331012,1342017,89,18051,18052,18053,18054,18054,1,0,0,1,2,3,0,0,3,4,在这里遇到袁绍的部下，一定有阴谋,7,12000,0,100,9,0,0,0,0,0,0,0
89,0,第八章,官渡前夕,猛将高览,89,0,0,1,8,1173,2,1221009,1231012,1431012,1442017,90,18061,18062,18062,18063,18064,1,0,0,1,5,0,0,0,16,1,遭遇河间四将之一的高览,7,12000,0,100,9,0,0,0,0,0,0,0
90,0,第八章,官渡前夕,华丽之舞,90,0,0,1,8,1174,2,1121009,1131012,1531012,1542017,91,18071,18072,18072,18073,18074,1,0,0,5,1,4,0,0,17,4,又来一位名将,7,12000,0,100,9,0,0,0,0,0,0,0
91,0,第八章,官渡前夕,追赶刘备,91,0,0,1,8,1175,2,1321009,1331012,1431012,1442017,92,18081,18082,18082,18083,18084,1,0,0,1,4,0,0,0,18,4,追赶刘备，别让袁军带走他,7,12000,0,100,9,0,0,0,0,0,0,0
92,0,第八章,官渡前夕,河间二将,92,0,0,1,8,1176,2,1221010,1231013,1531013,1542018,93,18091,18092,18092,18092,18093,1,0,0,5,1,4,0,0,11,2,河间二将一起来也别想阻拦,7,12000,0,100,9,0,0,0,0,0,0,0
93,0,第八章,官渡前夕,继续追赶,93,0,0,1,8,1177,2,1121010,1131013,1331013,1342018,94,18101,18102,18103,18104,18105,1,0,0,1,2,4,5,0,12,4,快要追上刘备的部队了,7,12000,0,100,9,0,0,0,0,0,0,0
94,0,第八章,官渡前夕,去意已决,94,0,1,1,8,1178,2,1221010,1231013,1431013,1442018,95,18111,18111,18111,18111,18112,1,0,0,1,2,5,3,4,13,4,冷静下来，劝说刘备,7,12000,0,100,9,0,0,0,0,0,0,0
95,0,第八章,官渡前夕,再遇曹军,95,0,0,1,8,1179,2,1121010,1131013,1531013,1542018,96,18121,18122,18123,18124,18124,1,0,0,3,4,2,5,0,20,1,又遇到了曹军,7,12000,0,100,9,0,0,0,0,0,0,0
96,0,第九章,曹操崛起,觐见曹操,96,0,0,1,9,1180,2,1321008,1331014,1431014,1442010,97,19011,19011,19012,19013,19013,1,0,0,14,0,3,2,5,1,0,小沛城内传来阵阵火光,7,14700,0,100,10,0,0,0,0,0,0,0
97,0,第九章,曹操崛起,探查敌情,97,0,0,1,9,1181,2,1221008,1231014,1531014,1542010,98,19021,19022,19022,19022,19022,1,0,0,1,2,4,3,5,0,8,四处寻找刘备的踪影,7,14700,0,100,10,0,0,0,0,0,0,0
98,0,第九章,曹操崛起,刺探军情,98,0,1,1,9,1182,2,1121008,1131014,1331014,1342010,99,19031,19031,19032,19032,19033,1,0,0,12,5,0,0,0,7,1,遭遇常山赵子龙,7,14700,0,100,10,0,0,0,0,0,0,0
99,0,第九章,曹操崛起,再战二将,99,0,0,1,9,1183,2,1221008,1231014,1431014,1442010,100,19041,19042,19042,19042,19043,1,0,0,12,0,5,3,4,8,4,关羽的三个儿子也来了,7,14700,0,100,10,0,0,0,0,0,0,0
100,0,第九章,曹操崛起,白马之围,100,0,1,1,9,1184,2,1121009,1131015,1531015,1542011,101,19051,19051,19052,19053,19053,1,0,0,1,2,3,4,5,15,1,在这里遇到袁绍的部下，一定有阴谋,7,14700,0,100,10,0,0,0,0,0,0,0
101,0,第九章,曹操崛起,声东击西,101,0,0,1,9,1185,2,1321009,1331015,1431015,1442011,102,19061,19062,19063,19063,19063,1,0,0,2,1,3,5,0,16,4,遭遇河间四将之一的高览,7,14700,0,100,10,0,0,0,0,0,0,0
102,0,第九章,曹操崛起,退兵官渡,102,0,1,1,9,1186,2,1221009,1231015,1531015,1542011,103,19071,19072,19072,19073,19073,1,0,0,2,5,1,3,4,17,4,又来一位名将,7,14700,0,100,10,0,0,0,0,0,0,0
103,0,第九章,曹操崛起,奇袭袁军,103,0,0,1,9,1187,2,1221009,1231015,1431015,1442011,104,19081,19082,19082,19083,19083,1,0,0,45,1,2,3,0,18,4,追赶刘备，别让袁军带走他,7,14700,0,100,10,0,0,0,0,0,0,0
104,0,第九章,曹操崛起,击退追兵,104,0,0,1,9,1188,2,1121010,1131016,1531016,1542012,105,19091,19091,19091,19092,19093,1,0,0,4,1,5,2,3,19,4,河间二将一起来也别想阻拦,7,14700,0,100,10,0,0,0,0,0,0,0
105,0,第九章,曹操崛起,兄弟相会,105,0,0,1,9,1189,2,1321010,1331016,1431016,1442012,106,19101,19102,19103,19103,19103,1,0,0,1,3,2,4,5,9,2,快要追上刘备的部队了,7,14700,0,100,10,0,0,0,0,0,0,0
106,0,第九章,曹操崛起,追赶关羽,106,0,0,1,9,1190,2,1121010,1131016,1331016,1342012,107,19111,19111,19111,19111,19112,1,0,0,1,5,2,4,0,10,4,冷静下来，劝说刘备,7,14700,0,100,10,0,0,0,0,0,0,0
107,0,第九章,曹操崛起,告别爱将,107,0,0,1,9,1191,2,1221010,1231016,1531016,1542012,108,19121,19122,19123,0,0,1,0,0,3,1,2,0,0,3,2,又遇到了曹军,7,14700,0,100,10,0,0,0,0,0,0,0
108,0,第十章,官渡之战,故人来降,108,0,0,1,10,1108,2,1221008,1231014,1431014,1442001,109,20011,0,0,0,0,1,0,0,1,0,0,0,0,15,0,小沛城内传来阵阵火光,10,17400,0,100,10,0,0,0,0,0,0,0
109,0,第十章,官渡之战,夜袭乌巢,109,0,1,1,10,1109,2,1121008,1131014,1531014,1542001,110,20021,20021,20021,20021,20022,1,0,0,5,1,3,0,0,8,2,四处寻找刘备的踪影,10,17400,0,100,10,0,0,0,0,0,0,0
110,0,第十章,官渡之战,火烧粮草,110,0,0,1,10,1110,2,1321008,1331014,1431014,1442001,111,20031,20031,20032,20032,20033,1,0,0,34,1,5,2,0,7,8,遭遇常山赵子龙,10,17400,0,100,10,0,0,0,0,0,0,0
111,0,第十章,官渡之战,乌巢守将,111,0,0,1,10,1111,2,1221008,1231014,1531014,1542001,112,20041,20042,20042,20043,20043,1,0,0,1,2,3,0,0,0,2,关羽的三个儿子也来了,10,17400,0,100,10,0,0,0,0,0,0,0
112,0,第十章,官渡之战,乘胜追击,112,0,0,1,10,1112,2,1221009,1231015,1431015,1442002,113,20051,20052,20052,20053,20054,1,0,0,4,5,1,0,0,1,4,在这里遇到袁绍的部下，一定有阴谋,10,17400,0,100,10,0,0,0,0,0,0,0
113,0,第十章,官渡之战,怒斩双雄,113,0,0,1,10,1113,2,1121009,1131015,1531015,1542002,114,20061,20061,20062,20063,20064,1,0,0,4,3,5,0,0,2,4,遭遇河间四将之一的高览,10,17400,0,100,10,0,0,0,0,0,0,0
114,0,第十章,官渡之战,击溃袁军,114,0,0,1,10,1114,2,1321009,1331015,1431015,1442002,115,20071,20072,20072,20072,20073,1,0,0,1,4,5,2,3,9,1,又来一位名将,10,17400,0,100,10,0,0,0,0,0,0,0
115,0,第十章,官渡之战,决战官渡,115,0,1,1,10,1115,2,1121009,1131015,1331015,1342002,116,20081,20082,20083,20084,20085,1,0,0,5,2,4,0,0,10,4,追赶刘备，别让袁军带走他,10,17400,0,100,10,0,0,0,0,0,0,0
116,0,第十章,官渡之战,追击残军,116,0,0,1,10,1116,2,1221010,1231016,1531016,1542003,117,20091,20091,20092,20092,20093,1,0,0,34,1,2,5,0,17,1,河间二将一起来也别想阻拦,10,17400,0,100,10,0,0,0,0,0,0,0
117,0,第十章,官渡之战,刘备突袭,117,0,1,1,10,1117,2,1121010,1131016,1331016,1342003,118,20101,20102,20103,20104,20105,1,0,0,2,3,1,4,0,18,4,快要追上刘备的部队了,10,17400,0,100,10,0,0,0,0,0,0,0
118,0,第十章,官渡之战,夜逃出营,118,0,0,1,10,1118,2,1221010,1231016,1431016,1442003,119,20111,20112,20112,20112,20113,1,0,0,1,2,5,3,4,19,4,冷静下来，劝说刘备,10,17400,0,100,10,0,0,0,0,0,0,0
119,0,第十章,官渡之战,天生郭奉孝,119,0,0,1,10,1119,2,1121010,1131016,1531016,1542003,120,20121,20121,20122,20123,20124,1,0,0,5,4,1,2,0,12,2,又遇到了曹军,10,17400,0,100,10,0,0,0,0,0,0,0
120,0,第十一章,争夺荆州,神秘老人,120,0,0,1,11,1120,2,1321008,1331017,1431017,1442004,121,21011,21012,21011,21013,21013,1,0,0,5,2,0,0,0,7,0,天子亲军！出发！,10,18650,0,100,10,0,0,0,0,0,0,0
121,0,第十一章,争夺荆州,初探茅庐,121,0,0,1,11,1121,2,1221008,1231017,1531017,1542004,122,21021,21022,21022,21022,21022,1,0,0,1,2,3,0,0,14,1,联军已经突破虎牢关，我们也出击吧,10,18650,0,100,10,0,0,0,0,0,0,0
122,0,第十一章,争夺荆州,再顾茅庐,122,0,0,1,11,1122,2,1121008,1131017,1331017,1342004,123,21031,21031,21032,21032,21032,1,0,0,3,4,5,0,0,15,4,又遇到一个西凉猛将,10,18650,0,100,10,0,0,0,0,0,0,0
123,0,第十一章,争夺荆州,速回新野,123,0,0,1,11,1123,2,1221008,1231017,1431017,1442004,124,21041,21042,21042,21043,21043,1,0,0,2,1,0,0,0,16,4,西凉双雄会师，小心！,10,18650,0,100,10,0,0,0,0,0,0,0
124,0,第十一章,争夺荆州,巾帼女将,124,0,0,1,11,1124,2,1121009,1131018,1531018,1542005,125,21051,21052,21052,0,0,1,0,0,1,2,3,0,0,17,4,等斩了华雄，再回来喝酒不迟,10,18650,0,100,10,0,0,0,0,0,0,0
125,0,第十一章,争夺荆州,关氏姐妹,125,0,1,1,11,1125,2,1321009,1331018,1431018,1442005,126,21061,21062,21063,21063,21064,1,0,0,1,2,5,0,0,18,4,突破武关，继续追赶董卓,10,18650,0,100,10,0,0,0,0,0,0,0
126,0,第十一章,争夺荆州,出征荆州,126,0,0,1,11,1126,2,1221009,1231018,1531018,1542005,127,21071,21072,21072,21073,21073,1,0,0,1,2,3,0,0,9,2,终于要面对传说中的吕布了！,10,18650,0,100,10,0,0,0,0,0,0,0
127,0,第十一章,争夺荆州,关索夫妇,127,0,0,1,11,1127,2,1121009,1131018,1331018,1342005,128,21081,21082,0,0,0,1,0,0,1,2,0,0,0,2,2,别让吕布逃回武关！,10,18650,0,100,10,0,0,0,0,0,0,0
128,0,第十一章,争夺荆州,奇兵异甲,128,0,0,1,11,1128,2,1221010,1231019,1431019,1442006,129,21091,21091,21091,21091,21091,1,0,0,0,0,0,0,0,3,4,吕布和李儒智勇互补，不太好对付,10,18650,0,100,10,0,0,0,0,0,0,0
129,0,第十一章,争夺荆州,又见周仓,129,0,0,1,11,1129,2,1121010,1131019,1531019,1542006,130,21101,21102,21103,21103,21102,1,0,0,1,4,0,0,0,4,4,突破董卓的飞熊护卫军！,10,18650,0,100,10,0,0,0,0,0,0,0
130,0,第十一章,争夺荆州,破城之战,130,0,0,1,11,1130,2,1321010,1331019,1431019,1442006,131,21111,21112,21113,21114,21114,1,0,0,1,23,0,0,0,11,1,全军进军长安城！,10,18650,0,100,10,0,0,0,0,0,0,0
131,0,第十一章,争夺荆州,夺还荆州,131,0,1,1,11,1131,2,1221010,1231019,1531019,1542006,132,21121,21122,21123,21124,21125,1,0,0,1,5,0,0,0,12,4,与反贼董卓的决战,10,18650,0,100,10,0,0,0,0,0,0,0
132,0,第十二章,讨伐汉中,探查蒹葭关,132,0,0,1,12,1132,2,1121008,1131011,1331011,1342007,133,22011,22011,22011,22012,22012,1,0,0,4,5,0,0,0,1,0,去城外搜寻黄巾党的余孽,10,20000,0,100,10,0,0,0,0,0,0,0
133,0,第十二章,讨伐汉中,白银狮子,133,0,0,1,12,1133,2,1221008,1231011,1431011,1442007,134,22021,0,0,0,0,1,0,0,1,0,0,0,0,8,1,把这群山贼老窝端了,10,20000,0,100,10,0,0,0,0,0,0,0
134,0,第十二章,讨伐汉中,马上双雄,134,0,1,1,12,1134,2,1121008,1131011,1531011,1542007,135,22031,22032,22033,22033,22033,1,0,0,1,2,5,0,0,15,1,似乎有人在此传播邪教,10,20000,0,100,10,0,0,0,0,0,0,0
135,0,第十二章,讨伐汉中,追击溃兵,135,0,0,1,12,1135,2,1321008,1331011,1431011,1442007,136,22041,22041,22041,22042,22043,1,0,0,4,5,0,0,0,14,8,替天行道，消灭你们！,10,20000,0,100,10,0,0,0,0,0,0,0
136,0,第十二章,讨伐汉中,击破城门,136,0,0,1,12,1136,2,1221009,1231012,1531012,1542008,137,22051,22052,22053,22053,22054,1,0,0,5,0,0,0,0,7,10,去找孙策要回玉玺,10,20000,0,100,10,0,0,0,0,0,0,0
137,0,第十二章,讨伐汉中,夺取汉中,137,0,1,1,12,1137,2,1221009,1231012,1431012,1442008,138,22061,22062,22063,22064,22065,1,0,0,1,5,0,0,0,9,4,与联军一起击溃袁术军,10,20000,0,100,10,0,0,0,0,0,0,0
138,0,第十二章,讨伐汉中,深夜遇袭,138,0,0,1,12,1138,2,1121009,1131012,1531012,1542008,139,22071,22071,22072,22071,22073,1,0,0,1,5,4,0,0,10,4,在这里埋伏，一定可以抓住袁术,10,20000,0,100,10,0,0,0,0,0,0,0
139,0,第十二章,讨伐汉中,清除魏军,139,0,0,1,12,1139,2,1321009,1331012,1431012,1442008,140,22081,22081,22082,22083,22082,1,0,0,4,0,0,0,0,3,2,别让袁术逃了！,10,20000,0,100,10,0,0,0,0,0,0,0
140,0,第十二章,讨伐汉中,魏将张辽,140,0,0,1,12,1140,2,1121010,1131013,1331013,1342009,141,22091,22092,22092,22092,22092,1,0,0,1,5,0,0,0,4,4,伪装成密使，离间吕布和刘备曹操,10,20000,0,100,10,0,0,0,0,0,0,0
141,0,第十二章,讨伐汉中,临终之计,141,0,0,1,12,1141,2,1221010,1231013,1531013,1542009,142,22101,22102,22102,22102,22103,1,0,0,5,1,0,0,0,17,1,开门，放水！,10,20000,0,100,10,0,0,0,0,0,0,0
142,0,第十二章,讨伐汉中,南部之地,142,0,0,1,12,1142,2,1121010,1131013,1331013,1342009,143,22111,22111,22111,22112,22113,1,0,0,4,5,0,0,0,18,4,围攻下邳城,10,20000,0,100,10,0,0,0,0,0,0,0
143,0,第十二章,讨伐汉中,蛮族之王,143,0,1,1,12,1143,2,1221010,1231013,1431013,1442009,144,22121,22122,22123,22124,22125,1,0,0,5,1,0,0,0,19,4,与鬼神吕布的大决战,10,20000,0,100,10,0,0,0,0,0,0,0
144,0,第十三章,赤壁之战,曹操使臣,144,0,0,1,13,1144,2,1121008,1131014,1531014,1542010,145,23011,23012,23011,23013,23013,1,0,0,2,4,0,0,0,14,0,小沛城内传来阵阵火光,10,22800,0,100,10,0,0,0,0,0,0,0
145,0,第十三章,赤壁之战,孙家小妹,145,0,0,1,13,1145,2,1321008,1331014,1431014,1442010,146,23021,23021,23021,23022,23021,1,0,0,4,3,5,0,0,7,2,四处寻找刘备的踪影,10,22800,0,100,10,0,0,0,0,0,0,0
146,0,第十三章,赤壁之战,江东大都督,146,0,1,1,13,1146,2,1221008,1231014,1531014,1542010,147,23031,23031,23031,23032,23033,1,0,0,2,5,0,0,0,0,2,遭遇常山赵子龙,10,22800,0,100,10,0,0,0,0,0,0,0
147,0,第十三章,赤壁之战,江边遇敌,147,0,0,1,13,1147,2,1121008,1131014,1331014,1342010,148,23041,23042,23042,23042,23042,1,0,0,1,5,0,0,0,1,4,关羽的三个儿子也来了,10,22800,0,100,10,0,0,0,0,0,0,0
148,0,第十三章,赤壁之战,水土不服,148,0,0,1,13,1148,2,1221009,1231015,1431015,1442011,149,23051,23051,23052,23053,23052,1,0,0,1,4,0,0,0,8,1,在这里遇到袁绍的部下，一定有阴谋,10,22800,0,100,10,0,0,0,0,0,0,0
149,0,第十三章,赤壁之战,可疑的故友,149,0,0,1,13,1149,2,1121009,1131015,1531015,1542011,150,23061,23062,23061,23063,23063,1,0,0,2,4,5,0,0,9,4,遭遇河间四将之一的高览,10,22800,0,100,10,0,0,0,0,0,0,0
150,0,第十三章,赤壁之战,荆州旧部,150,0,1,1,13,1150,2,1321009,1331015,1431015,1442011,151,23071,23072,23073,23074,23073,1,0,0,1,4,0,0,0,16,1,又来一位名将,10,22800,0,100,10,0,0,0,0,0,0,0
151,0,第十三章,赤壁之战,蒋干夜逃,151,0,0,1,13,1151,2,1221009,1231015,1531015,1542011,152,23081,23081,23082,23081,23081,1,0,0,3,2,4,0,0,17,4,追赶刘备，别让袁军带走他,10,22800,0,100,10,0,0,0,0,0,0,0
152,0,第十三章,赤壁之战,江边巡逻,152,0,0,1,13,1152,2,1121010,1131016,1331016,1342012,153,23091,23091,23091,23092,23093,1,0,0,4,5,0,0,0,18,4,河间二将一起来也别想阻拦,10,22800,0,100,10,0,0,0,0,0,0,0
153,0,第十三章,赤壁之战,四处捣乱,153,0,0,1,13,1153,2,1221010,1231016,1431016,1442012,154,23101,23102,23101,23101,23102,1,0,0,1,2,4,5,0,11,2,快要追上刘备的部队了,10,22800,0,100,10,0,0,0,0,0,0,0
154,0,第十三章,赤壁之战,江边东风,154,0,0,1,13,1154,2,1121010,1131016,1531016,1542012,155,23111,23111,23112,23113,23112,1,0,0,1,4,0,0,0,12,4,冷静下来，劝说刘备,10,22800,0,100,10,0,0,0,0,0,0,0
155,0,第十三章,赤壁之战,赤壁的烈火,155,0,1,1,13,1155,2,1321010,1331016,1431016,1442012,156,23121,23122,23123,23124,23125,1,0,0,1,3,5,0,0,13,4,又遇到了曹军,10,22800,0,100,10,0,0,0,0,0,0,0
156,0,第十四章,乱世奸雄,追击魏军,156,0,0,1,14,1156,2,1221008,1231017,1531017,1542013,157,24011,24012,24011,24012,24011,1,0,0,5,2,0,0,0,7,0,小沛城内传来阵阵火光,10,25600,0,100,11,0,0,0,0,0,0,0
157,0,第十四章,乱世奸雄,华容小道,157,0,0,1,14,1157,2,1121008,1131017,1331017,1342013,158,24021,24021,24022,24021,24021,1,0,0,3,0,0,0,0,0,2,四处寻找刘备的踪影,10,25600,0,100,11,0,0,0,0,0,0,0
158,0,第十四章,乱世奸雄,遭遇埋伏,158,0,0,1,14,1158,2,1221008,1231017,1431017,1442013,159,24031,24032,24033,24033,24033,1,0,0,12,0,0,0,0,1,4,遭遇常山赵子龙,10,25600,0,100,11,0,0,0,0,0,0,0
159,0,第十四章,乱世奸雄,拖延战术,159,0,0,1,14,1159,2,1121008,1131017,1531017,1542013,160,24041,24042,24042,24043,24044,1,0,0,1,5,0,0,0,2,4,关羽的三个儿子也来了,10,25600,0,100,11,0,0,0,0,0,0,0
160,0,第十四章,乱世奸雄,魏军粮草,160,0,0,1,14,1160,2,1321009,1331018,1431018,1442014,161,24051,24051,24052,24053,24053,1,0,0,3,5,0,0,0,9,1,在这里遇到袁绍的部下，一定有阴谋,10,25600,0,100,11,0,0,0,0,0,0,0
161,0,第十四章,乱世奸雄,放火烧粮,161,0,0,1,14,1161,2,1221009,1231018,1531018,1542014,162,24061,24062,24063,24062,24063,1,0,0,1,5,0,0,0,16,1,遭遇河间四将之一的高览,10,25600,0,100,11,0,0,0,0,0,0,0
162,0,第十四章,乱世奸雄,曹操援军,162,0,0,1,14,1162,2,1221009,1231018,1431018,1442014,163,24071,24072,24072,24072,24072,1,0,0,1,5,0,0,0,17,4,又来一位名将,10,25600,0,100,11,0,0,0,0,0,0,0
163,0,第十四章,乱世奸雄,曹操的阴谋,163,0,0,1,14,1163,2,1121009,1131018,1531018,1542014,164,24081,24082,24083,24083,24083,1,0,0,1,2,3,0,0,18,4,追赶刘备，别让袁军带走他,10,25600,0,100,11,0,0,0,0,0,0,0
164,0,第十四章,乱世奸雄,荆州城外,164,0,1,1,14,1164,2,1321010,1331019,1431019,1442015,165,24091,24091,24091,24091,24091,1,0,0,1,3,5,0,0,11,2,河间二将一起来也别想阻拦,10,25600,0,100,11,0,0,0,0,0,0,0
165,0,第十四章,乱世奸雄,夏侯二将,165,0,0,1,14,1165,2,1121010,1131019,1331019,1342015,166,24101,24102,0,0,0,1,0,0,1,2,0,0,0,4,2,快要追上刘备的部队了,10,25600,0,100,11,0,0,0,0,0,0,0
166,0,第十四章,乱世奸雄,怪力虎痴,166,0,0,1,14,1166,2,1221010,1231019,1531019,1542015,167,24111,0,0,0,0,1,0,0,1,0,0,0,0,19,4,冷静下来，劝说刘备,10,25600,0,100,11,0,0,0,0,0,0,0
167,0,第十四章,乱世奸雄,真假曹操,167,0,0,1,14,1167,2,1121010,1131019,1331019,1342015,168,24121,24122,24123,24124,24125,1,0,0,3,2,1,0,0,20,4,又遇到了曹军,10,25600,0,100,11,0,0,0,0,0,0,0
168,0,第十五章,南蛮入侵,汉室皇后,168,0,0,1,15,1168,2,1221008,1231011,1431011,1442016,169,25011,25011,25012,25013,25012,1,0,0,34,5,0,0,0,1,0,NULL,10,28450,0,100,11,0,0,0,0,0,0,0
169,0,第十五章,南蛮入侵,城外蛮族,169,0,1,1,15,1169,2,1121008,1131011,1531011,1542016,170,25021,25021,25021,25022,25023,1,0,0,45,2,0,0,0,8,1,NULL,10,28450,0,100,11,0,0,0,0,0,0,0
170,0,第十五章,南蛮入侵,再遇蛮王,170,0,0,1,15,1170,2,1321008,1331011,1431011,1442016,171,25031,25031,25032,25033,25034,1,0,0,34,5,0,0,0,15,1,NULL,10,28450,0,100,11,0,0,0,0,0,0,0
171,0,第十五章,南蛮入侵,黄氏姐妹,171,0,0,1,15,1171,2,1221008,1231011,1531011,1542016,172,25041,25041,25042,25043,25041,1,0,0,3,4,0,0,0,14,8,NULL,10,28450,0,100,11,0,0,0,0,0,0,0
172,0,第十五章,南蛮入侵,蛮汉之争,172,0,0,1,15,1172,2,1121009,1131012,1331012,1342017,173,25051,25051,25051,25052,25052,1,0,0,4,1,0,0,0,7,10,NULL,10,28450,0,100,11,0,0,0,0,0,0,0
