编号,名称,起始时间,结束时间,剧情关卡章节,前置事件,后置事件,后续事件,触发概率(以100记),事件触发成功表现编号,事件触发失败表现编号,奖励(礼包编号),"货币奖励（只包括货币,格式：type1,count1|type2,count2）",描述,简述,是否可以快速完成
218010,偶遇故友-鲁肃,0:00:00,23:59:00,0,0,0,0,100,218011,0,0,"36,40",null,NULL,1
219010,纵火事件,0:00:00,23:59:00,0,0,0,0,100,219011,0,0,"36,30",null,NULL,1
220010,纵火事件,0:00:00,23:59:00,0,0,0,0,100,220011,0,0,"36,30",null,NULL,1
221010,纵火事件,0:00:00,23:59:00,0,0,0,0,100,221011,0,0,"36,30",null,NULL,1
222010,村民的关怀,0:00:00,23:59:00,0,0,0,0,100,222011,0,0,"36,30",null,NULL,1
223010,村民的关怀,0:00:00,23:59:00,0,0,0,0,100,223011,0,0,"36,30",null,NULL,1
224010,村民的关怀,0:00:00,23:59:00,0,0,0,0,100,224011,0,0,"36,30",null,NULL,1
225010,牛家村的荣耀,0:00:00,23:59:00,0,0,0,0,100,225011,0,0,"36,30",null,NULL,1
315010,偶遇故友-司马懿,0:00:00,23:59:00,0,0,0,0,100,315011,0,0,"36,60",null,NULL,1
316010,偶遇故友-张角,0:00:00,23:59:00,0,0,0,0,100,316011,0,0,"36,60",null,NULL,1
317010,偶遇故友-诸葛亮,0:00:00,23:59:00,0,0,0,0,100,317011,0,0,"36,60",null,NULL,1
318010,偶遇故友-周瑜,0:00:00,23:59:00,0,0,0,0,100,318011,0,0,"36,60",null,NULL,1
319010,纵火事件,0:00:00,23:59:00,0,0,0,0,100,319011,0,0,"36,50",null,NULL,1
320010,纵火事件,0:00:00,23:59:00,0,0,0,0,100,320011,0,0,"36,50",null,NULL,1
321010,纵火事件,0:00:00,23:59:00,0,0,0,0,100,321011,0,0,"36,50",null,NULL,1
322010,村民的关怀,0:00:00,23:59:00,0,0,0,0,100,322011,0,0,"36,50",null,NULL,1
323010,村民的关怀,0:00:00,23:59:00,0,0,0,0,100,323011,0,0,"36,50",null,NULL,1
324010,村民的关怀,0:00:00,23:59:00,0,0,0,0,100,324011,0,0,"36,50",null,NULL,1
325010,牛家村的荣耀,0:00:00,23:59:00,0,0,0,0,100,325011,0,0,"36,50",null,NULL,1
800010,新年活动邀请函,0:00:00,23:59:00,0,0,1000000,0,100,800011,0,0,"36,15",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
801010,春节将至农事忙,0:00:00,23:59:00,0,0,0,801020|801030,100,801011,0,0,0,null,NULL,0
801020,春节将至农事忙,0:00:00,23:59:00,0,0,0,801040|801050,100,801021,0,0,0,null,NULL,0
801030,春节将至农事忙,0:00:00,23:59:00,0,0,0,801060|801070,100,801031,0,0,0,null,NULL,0
801040,后续事件：策士的线索,0:00:00,23:59:00,0,0,1000010,0,100,801041,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
801050,后续事件：勇将的线索,0:00:00,23:59:00,0,0,1000020,0,100,801051,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
801060,后续事件：将军的线索,0:00:00,23:59:00,0,0,1000030,0,100,801061,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
801070,后续事件：智将的线索,0:00:00,23:59:00,0,0,1000040,0,100,801071,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802010,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802020|802030,100,802011,0,0,0,null,NULL,0
802020,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802040|802050,100,802021,0,0,0,null,NULL,0
802030,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802120|802130,100,802031,0,0,0,null,NULL,0
802040,后续事件：道观,0:00:00,23:59:00,0,0,1000050,0,100,802041,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802050,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802060|802070,100,802051,0,0,0,null,NULL,0
802060,后续事件：雷雨,0:00:00,23:59:00,0,0,1000060,0,100,802061,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802070,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802080|802090,100,802071,0,0,0,null,NULL,0
802080,后续事件：智者,0:00:00,23:59:00,0,0,1000070,0,100,802081,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802090,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802100|802110,100,802091,0,0,0,null,NULL,0
802100,后续事件：琴音,0:00:00,23:59:00,0,0,1000080,0,100,802101,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802110,后续事件：石阵,0:00:00,23:59:00,0,0,1000090,0,100,802111,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802120,后续事件：求签,0:00:00,23:59:00,0,0,1000100,0,100,802121,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802130,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802140|802150,100,802131,0,0,0,null,NULL,0
802140,后续事件：论画,0:00:00,23:59:00,0,0,1000110,0,100,802141,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802150,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802160|802170,100,802151,0,0,0,null,NULL,0
802160,后续事件：月下美人,0:00:00,23:59:00,0,0,1000120,0,100,802161,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802170,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,802180|802190,100,802171,0,0,0,null,NULL,0
802180,后续事件：风筝,0:00:00,23:59:00,0,0,1000130,0,100,802181,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
802190,孩童相伴欢乐多,0:00:00,23:59:00,0,0,0,0,100,802191,0,5715,0,null,NULL,0
803010,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803020|803030,100,803011,0,0,0,null,NULL,0
803020,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803040|803050,100,803021,0,0,0,null,NULL,0
803030,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803140|803150,100,803031,0,0,0,null,NULL,0
803040,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803060|803070,100,803041,0,0,0,null,NULL,0
803050,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803080|803090,100,803051,0,0,0,null,NULL,0
803060,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803100|803110,100,803061,0,0,0,null,NULL,0
803070,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803120|803130,100,803071,0,0,0,null,NULL,0
803080,后续事件：切磋,0:00:00,23:59:00,0,0,1000140,0,100,803081,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803090,后续事件：弓神,0:00:00,23:59:00,0,0,1000150,0,100,803091,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803100,后续事件：小马,0:00:00,23:59:00,0,0,1000160,0,100,803101,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803110,后续事件：现充,0:00:00,23:59:00,0,0,1000170,0,100,803111,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803120,后续事件：策马,0:00:00,23:59:00,0,0,1000180,0,100,803121,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803130,后续事件：巡城,0:00:00,23:59:00,0,0,1000190,0,100,803131,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803140,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803160|803170,100,803141,0,0,0,null,NULL,0
803150,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803180|803190,100,803151,0,0,0,null,NULL,0
803160,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803200|803210,100,803161,0,0,0,null,NULL,0
803170,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803220|803230,100,803171,0,0,0,null,NULL,0
803180,后续事件：枪神,0:00:00,23:59:00,0,0,1000200,0,100,803181,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803190,扫尘除旧迎新年,0:00:00,23:59:00,0,0,0,803240|803250,100,803191,0,0,0,null,NULL,0
803200,后续事件：宿敌,0:00:00,23:59:00,0,0,1000210,0,100,803201,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803210,后续事件：宿敌,0:00:00,23:59:00,0,0,1000220,0,100,803211,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803220,后续事件：不打不相识,0:00:00,23:59:00,0,0,1000230,0,100,803221,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803230,后续事件：笔记,0:00:00,23:59:00,0,0,1000240,0,100,803231,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803240,后续事件：兄弟,0:00:00,23:59:00,0,0,1000250,0,100,803241,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
803250,后续事件：不可捉摸,0:00:00,23:59:00,0,0,1000260,0,100,803251,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804010,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804020|804030,100,804011,0,0,0,null,NULL,0
804020,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804040|804050,100,804021,0,0,0,null,NULL,0
804030,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804060|804070,100,804031,0,0,0,null,NULL,0
804040,后续事件：名门,0:00:00,23:59:00,0,0,1000270,0,100,804041,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804050,后续事件：赠礼,0:00:00,23:59:00,0,0,1000280,0,100,804051,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804060,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804080|804090,100,804061,0,0,0,null,NULL,0
804070,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804100|804110,100,804071,0,0,0,null,NULL,0
804080,后续事件：不醉不归,0:00:00,23:59:00,0,0,1000290,0,100,804081,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804090,后续事件：游贼,0:00:00,23:59:00,0,0,1000300,0,100,804091,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804100,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804120|804130,100,804101,0,0,0,null,NULL,0
804110,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804140|804150,100,804111,0,0,0,null,NULL,0
804120,后续事件：骑兵,0:00:00,23:59:00,0,0,1000310,0,100,804121,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804130,后续事件：宴会,0:00:00,23:59:00,0,0,1000320,0,100,804131,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804140,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,804160|804170,100,804141,0,0,0,null,NULL,0
804150,讨伐山贼为村民,0:00:00,23:59:00,0,0,0,0,100,804151,0,5716,0,null,NULL,0
804160,后续事件：迷妹,0:00:00,23:59:00,0,0,1000330,0,100,804161,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
804170,后续事件：仁德,0:00:00,23:59:00,0,0,1000340,0,100,804171,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
805010,埋伏山贼为村民,0:00:00,23:59:00,0,0,0,805020|805030,100,805011,0,0,0,null,NULL,0
805020,后续事件：礼物,0:00:00,23:59:00,0,0,1000350,0,100,805021,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
805030,埋伏山贼为村民,0:00:00,23:59:00,0,0,0,805040|805050,100,805031,0,0,0,null,NULL,0
805040,后续事件：合家,0:00:00,23:59:00,0,0,1000360,0,100,805041,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
805050,埋伏山贼为村民,0:00:00,23:59:00,0,0,0,805060|805070,100,805051,0,0,0,null,NULL,0
805060,后续事件：烟火,0:00:00,23:59:00,0,0,1000370,0,100,805061,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
805070,埋伏山贼为村民,0:00:00,23:59:00,0,0,0,805080|805090,100,805071,0,0,0,null,NULL,0
805080,后续事件：疗伤,0:00:00,23:59:00,0,0,1000380,0,100,805081,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
805090,埋伏山贼为村民,0:00:00,23:59:00,0,0,0,805100|805110,100,805091,0,0,0,null,NULL,0
805100,后续事件：求贤,0:00:00,23:59:00,0,0,1000390,0,100,805101,0,0,"36,45",[000000]感谢您参与新年限定活动，本记录将在不久后消失。 祝你下次活动好运~[-],事件已失效,0
805110,埋伏山贼为村民,0:00:00,23:59:00,0,0,0,0,100,805111,0,5717,0,null,NULL,0
806010,拜访武将-道观,0:00:00,23:59:00,0,0,0,806020|806030,100,806011,0,0,0,null,NULL,0
806020,拜访武将-道观,0:00:00,23:59:00,0,0,0,806040|806050,100,806021,0,0,0,null,NULL,0
806030,拜访武将-道观,0:00:00,23:59:00,0,0,0,806060|806070,100,806031,0,0,0,null,NULL,0
806040,拜访武将-道观,0:00:00,23:59:00,0,0,0,0,100,806041,0,5800,0,null,NULL,0
806050,拜访武将-道观,0:00:00,23:59:00,0,0,0,0,100,806051,0,5718,0,null,NULL,0
806060,拜访武将-道观,0:00:00,23:59:00,0,0,0,0,100,806061,0,5719,0,null,NULL,0
806070,拜访武将-道观,0:00:00,23:59:00,0,0,0,0,100,806071,0,5800,0,null,NULL,0
807010,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,807020|807030,100,807011,0,0,0,null,NULL,0
807020,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,807040|807050,100,807021,0,0,0,null,NULL,0
807030,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,807060|807070,100,807031,0,0,0,null,NULL,0
807040,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,0,100,807041,0,5787,0,null,NULL,0
807050,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,0,100,807051,0,5800,0,null,NULL,0
807060,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,0,100,807061,0,5720,0,null,NULL,0
807070,拜访武将-雷雨,0:00:00,23:59:00,0,0,0,0,100,807071,0,5721,0,null,NULL,0
808010,拜访武将-智者,0:00:00,23:59:00,0,0,0,808020|808030,100,808011,0,0,0,null,NULL,0
808020,拜访武将-智者,0:00:00,23:59:00,0,0,0,808040|808050,100,808021,0,0,0,null,NULL,0
808030,拜访武将-智者,0:00:00,23:59:00,0,0,0,808080|808090,100,808031,0,0,0,null,NULL,0
808040,拜访武将-智者,0:00:00,23:59:00,0,0,0,0,100,808041,0,5722,0,null,NULL,0
808050,拜访武将-智者,0:00:00,23:59:00,0,0,0,808060|808070,100,808051,0,0,0,null,NULL,0
808060,拜访武将-智者,0:00:00,23:59:00,0,0,0,0,100,808061,0,5723,0,null,NULL,0
808070,拜访武将-智者,0:00:00,23:59:00,0,0,0,0,100,808071,0,5724,0,null,NULL,0
808080,拜访武将-智者,0:00:00,23:59:00,0,0,0,0,100,808081,0,5725,0,null,NULL,0
808090,拜访武将-智者,0:00:00,23:59:00,0,0,0,0,100,808091,0,5800,0,null,NULL,0
809010,拜访武将-琴音,0:00:00,23:59:00,0,0,0,809020|809030,100,809011,0,0,0,null,NULL,0
809020,拜访武将-琴音,0:00:00,23:59:00,0,0,0,809040|809050,100,809021,0,0,0,null,NULL,0
809030,拜访武将-琴音,0:00:00,23:59:00,0,0,0,809060|809070,100,809031,0,0,0,null,NULL,0
809040,拜访武将-琴音,0:00:00,23:59:00,0,0,0,0,100,809041,0,5726,0,null,NULL,0
809050,拜访武将-琴音,0:00:00,23:59:00,0,0,0,0,100,809051,0,5727,0,null,NULL,0
809060,拜访武将-琴音,0:00:00,23:59:00,0,0,0,0,100,809061,0,5728,0,null,NULL,0
809070,拜访武将-琴音,0:00:00,23:59:00,0,0,0,0,100,809071,0,5800,0,null,NULL,0
810010,拜访武将-求签,0:00:00,23:59:00,0,0,0,810020|810030,100,810011,0,0,0,null,NULL,0
810020,拜访武将-求签,0:00:00,23:59:00,0,0,0,0,100,810021,0,5800,0,null,NULL,0
810030,拜访武将-求签,0:00:00,23:59:00,0,0,0,0,100,810031,0,5729,0,null,NULL,0
811010,拜访武将-论画,0:00:00,23:59:00,0,0,0,811020|811030,100,811011,0,0,0,null,NULL,0
811020,拜访武将-论画,0:00:00,23:59:00,0,0,0,811040|811050,100,811021,0,0,0,null,NULL,0
811030,拜访武将-论画,0:00:00,23:59:00,0,0,0,0,100,811031,0,5800,0,null,NULL,0
811040,拜访武将-论画,0:00:00,23:59:00,0,0,0,0,100,811041,0,5730,0,null,NULL,0
811050,拜访武将-论画,0:00:00,23:59:00,0,0,0,0,100,811051,0,5800,0,null,NULL,0
812010,拜访武将-月下美人,0:00:00,23:59:00,0,0,0,812020|812030,100,812011,0,0,0,null,NULL,0
812020,拜访武将-月下美人,0:00:00,23:59:00,0,0,0,812040|812050,100,812021,0,0,0,null,NULL,0
812030,拜访武将-月下美人,0:00:00,23:59:00,0,0,0,0,100,812031,0,5800,0,null,NULL,0
812040,拜访武将-月下美人,0:00:00,23:59:00,0,0,0,0,100,812041,0,5731,0,null,NULL,0
812050,拜访武将-月下美人,0:00:00,23:59:00,0,0,0,0,100,812051,0,5732,0,null,NULL,0
813010,拜访武将-风筝,0:00:00,23:59:00,0,0,0,813020|813030,100,813011,0,0,0,null,NULL,0
813020,拜访武将-风筝,0:00:00,23:59:00,0,0,0,813040|813050,100,813021,0,0,0,null,NULL,0
813030,拜访武将-风筝,0:00:00,23:59:00,0,0,0,0,100,813031,0,5800,0,null,NULL,0
813040,拜访武将-风筝,0:00:00,23:59:00,0,0,0,0,100,813041,0,5733,0,null,NULL,0
813050,拜访武将-风筝,0:00:00,23:59:00,0,0,0,0,100,813051,0,5734,0,null,NULL,0
814010,拜访武将-小马,0:00:00,23:59:00,0,0,0,814020|814030,100,814011,0,0,0,null,NULL,0
814020,拜访武将-小马,0:00:00,23:59:00,0,0,0,814040|814050,100,814021,0,0,0,null,NULL,0
814030,拜访武将-小马,0:00:00,23:59:00,0,0,0,814060|814070,100,814031,0,0,0,null,NULL,0
814040,拜访武将-小马,0:00:00,23:59:00,0,0,0,0,100,814041,0,5788,0,null,NULL,0
814050,拜访武将-小马,0:00:00,23:59:00,0,0,0,0,100,814051,0,5800,0,null,NULL,0
814060,拜访武将-小马,0:00:00,23:59:00,0,0,0,0,100,814061,0,5735,0,null,NULL,0
814070,拜访武将-小马,0:00:00,23:59:00,0,0,0,0,100,814071,0,5736,0,null,NULL,0
815010,拜访武将-现充,0:00:00,23:59:00,0,0,0,815020|815030,100,815011,0,0,0,null,NULL,0
815020,拜访武将-现充,0:00:00,23:59:00,0,0,0,815040|815050,100,815021,0,0,0,null,NULL,0
815030,拜访武将-现充,0:00:00,23:59:00,0,0,0,815060|815070,100,815031,0,0,0,null,NULL,0
815040,拜访武将-现充,0:00:00,23:59:00,0,0,0,0,100,815041,0,5737,0,null,NULL,0
815050,拜访武将-现充,0:00:00,23:59:00,0,0,0,0,100,815051,0,5800,0,null,NULL,0
815060,拜访武将-现充,0:00:00,23:59:00,0,0,0,0,100,815061,0,5738,0,null,NULL,0
815070,拜访武将-现充,0:00:00,23:59:00,0,0,0,0,100,815071,0,5739,0,null,NULL,0
816010,拜访武将-落寞,0:00:00,23:59:00,0,0,0,816020|816030,100,816011,0,0,0,null,NULL,0
816020,拜访武将-落寞,0:00:00,23:59:00,0,0,0,816040|816050,100,816021,0,0,0,null,NULL,0
816030,拜访武将-落寞,0:00:00,23:59:00,0,0,0,816060|816070,100,816031,0,0,0,null,NULL,0
816040,拜访武将-落寞,0:00:00,23:59:00,0,0,0,0,100,816041,0,5740,0,null,NULL,0
816050,拜访武将-落寞,0:00:00,23:59:00,0,0,0,0,100,816051,0,5800,0,null,NULL,0
816060,拜访武将-落寞,0:00:00,23:59:00,0,0,0,0,100,816061,0,5741,0,null,NULL,0
816070,拜访武将-落寞,0:00:00,23:59:00,0,0,0,0,100,816071,0,5800,0,null,NULL,0
817010,拜访武将-巡城,0:00:00,23:59:00,0,0,0,817020|817030,100,817011,0,0,0,null,NULL,0
817020,拜访武将-巡城,0:00:00,23:59:00,0,0,0,817040|817050,100,817021,0,0,0,null,NULL,0
817030,拜访武将-巡城,0:00:00,23:59:00,0,0,0,0,100,817031,0,5800,0,null,NULL,0
817040,拜访武将-巡城,0:00:00,23:59:00,0,0,0,0,100,817041,0,5800,0,null,NULL,0
817050,拜访武将-巡城,0:00:00,23:59:00,0,0,0,0,100,817051,0,5742,0,null,NULL,0
818010,拜访武将-切磋,0:00:00,23:59:00,0,0,0,818020|818030,100,818011,0,0,0,null,NULL,0
818020,拜访武将-切磋,0:00:00,23:59:00,0,0,0,0,100,818021,0,5800,0,null,NULL,0
818030,拜访武将-切磋,0:00:00,23:59:00,0,0,0,818040|818050,100,818031,0,0,0,null,NULL,0
818040,拜访武将-切磋,0:00:00,23:59:00,0,0,0,0,100,818041,0,5800,0,null,NULL,0
818050,拜访武将-切磋,0:00:00,23:59:00,0,0,0,0,100,818051,0,5743,0,null,NULL,0
819010,拜访武将-弓神,0:00:00,23:59:00,0,0,0,819020|819030,100,819011,0,0,0,null,NULL,0
819020,拜访武将-弓神,0:00:00,23:59:00,0,0,0,819040|819050,100,819021,0,0,0,null,NULL,0
819030,拜访武将-弓神,0:00:00,23:59:00,0,0,0,0,100,819031,0,5745,0,null,NULL,0
819040,拜访武将-弓神,0:00:00,23:59:00,0,0,0,0,100,819041,0,5800,0,null,NULL,0
819050,拜访武将-弓神,0:00:00,23:59:00,0,0,0,819060|819070,100,819051,0,0,0,null,NULL,0
819060,拜访武将-弓神,0:00:00,23:59:00,0,0,0,0,100,819061,0,5744,0,null,NULL,0
819070,拜访武将-弓神,0:00:00,23:59:00,0,0,0,0,100,819071,0,5800,0,null,NULL,0
820010,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,820020|820030,100,820011,0,0,0,null,NULL,0
820020,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,0,100,820021,0,5746,0,null,NULL,0
820030,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,820040|820050,100,820031,0,0,0,null,NULL,0
820040,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,0,100,820041,0,5800,0,null,NULL,0
820050,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,0,100,820051,0,5747,0,null,NULL,0
821010,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,821020|821030,100,821011,0,0,0,null,NULL,0
821020,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,0,100,821021,0,5748,0,null,NULL,0
821030,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,821040|821050,100,821031,0,0,0,null,NULL,0
821040,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,0,100,821041,0,5800,0,null,NULL,0
821050,拜访武将-宿敌,0:00:00,23:59:00,0,0,0,0,100,821051,0,5749,0,null,NULL,0
822010,拜访武将-不打不相识,0:00:00,23:59:00,0,0,0,822020|822030,100,822011,0,0,0,null,NULL,0
822020,拜访武将-不打不相识,0:00:00,23:59:00,0,0,0,0,100,822021,0,5800,0,null,NULL,0
822030,拜访武将-不打不相识,0:00:00,23:59:00,0,0,0,822040|822050,100,822031,0,0,0,null,NULL,0
822040,拜访武将-不打不相识,0:00:00,23:59:00,0,0,0,0,100,822041,0,5800,0,null,NULL,0
822050,拜访武将-不打不相识,0:00:00,23:59:00,0,0,0,0,100,822051,0,5750,0,null,NULL,0
823010,拜访武将-笔记,0:00:00,23:59:00,0,0,0,823020|823030,100,823011,0,0,0,null,NULL,0
823020,拜访武将-笔记,0:00:00,23:59:00,0,0,0,823040|823050,100,823021,0,0,0,null,NULL,0
823030,拜访武将-笔记,0:00:00,23:59:00,0,0,0,0,100,823031,0,5800,0,null,NULL,0
823040,拜访武将-笔记,0:00:00,23:59:00,0,0,0,0,100,823041,0,5800,0,null,NULL,0
823050,拜访武将-笔记,0:00:00,23:59:00,0,0,0,0,100,823051,0,5751,0,null,NULL,0
824010,拜访武将-枪神,0:00:00,23:59:00,0,0,0,824020|824030,100,824011,0,0,0,null,NULL,0
824020,拜访武将-枪神,0:00:00,23:59:00,0,0,0,0,100,824021,0,5800,0,null,NULL,0
824030,拜访武将-枪神,0:00:00,23:59:00,0,0,0,824040|824050,100,824031,0,0,0,null,NULL,0
824040,拜访武将-枪神,0:00:00,23:59:00,0,0,0,0,100,824041,0,5752,0,null,NULL,0
824050,拜访武将-枪神,0:00:00,23:59:00,0,0,0,0,100,824051,0,5753,0,null,NULL,0
825010,拜访武将-兄弟,0:00:00,23:59:00,0,0,0,825020|825030,100,825011,0,0,0,null,NULL,0
825020,拜访武将-兄弟,0:00:00,23:59:00,0,0,0,0,100,825021,0,5754,0,null,NULL,0
825030,拜访武将-兄弟,0:00:00,23:59:00,0,0,0,0,100,825031,0,5800,0,null,NULL,0
826010,拜访武将-不可捉摸,0:00:00,23:59:00,0,0,0,826020|826030,100,826011,0,0,0,null,NULL,0
826020,拜访武将-不可捉摸,0:00:00,23:59:00,0,0,0,826040|826050,100,826021,0,0,0,null,NULL,0
826030,拜访武将-不可捉摸,0:00:00,23:59:00,0,0,0,0,100,826031,0,5800,0,null,NULL,0
826040,拜访武将-不可捉摸,0:00:00,23:59:00,0,0,0,0,100,826041,0,5755,0,null,NULL,0
826050,拜访武将-不可捉摸,0:00:00,23:59:00,0,0,0,0,100,826051,0,5800,0,null,NULL,0
827010,拜访武将-名门,0:00:00,23:59:00,0,0,0,827020|827030,100,827011,0,0,0,null,NULL,0
827020,拜访武将-名门,0:00:00,23:59:00,0,0,0,0,100,827021,0,5800,0,null,NULL,0
827030,拜访武将-名门,0:00:00,23:59:00,0,0,0,827040|827050,100,827031,0,0,0,null,NULL,0
