编号,"表现类型（1,对话;2,信件;3,图片）",NPCID(对话头像填路径/邮件头像直接填ID),事件图片名,事件特效类型(0无1火2雨3群殴),事件触发Icon,音效路径,音效延时,事件描述(对话框内容/事件描述),"触发的表现(对应本表ID列,用于下一步的表现,0为事件结束)",选项1内容,选项2内容,选项3内容
710024,1,npc/icon/npc70,null,0,icon_event11_tex,null,0,周瑜：\n足足追了八百多里。,710025,null,null,null
710025,1,npc/icon/npc31,null,0,icon_event11_tex,null,0,孙策：\n早知道你要来。,710026,null,null,null
710026,1,npc/icon/npc31,null,0,icon_event11_tex,null,0,孙策：\n我就让你再追我八百里。,710027,null,null,null
710027,3,0,Event02_Tex,0,icon_event11_tex,null,0,孙策得到了周瑜的相助，带着兵马连夜离开袁术。收复江东的大业，就从今天开始了！,0,null,null,null
710031,3,0,Event02_Tex,0,icon_event11_tex,null,0,孙策制服了前来行刺的刺客。不知为何，江边的风似乎带上了寒气，还是尽快回屋吧。,710032,null,null,null
710032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了75点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
711011,2,0,null,0,icon_event11_tex,null,0,主公：\n\n外出多时，学到了很多知识的同时，我也非常想念主公。最近我听说曹操的两个儿子，曹丕和曹植正在闹不和，两方都在拉拢能仁志士，以便能在储位之争中击败对手，看来曹操家也不太平啊。,0,null,null,null
712011,3,0,Event04_Tex,0,icon_event11_tex,null,0,曹操突然拜访司马懿，希望可以得到对方的相助。,712012,正好可以实现我的野心。,世道这么乱，还是算了。,null
712012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
712021,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n我对司马先生的智谋仰慕已久，先生可愿与我一同平定乱世？,712022,null,null,null
712022,1,npc/icon/npc130,null,0,icon_event11_tex,null,0,司马懿：\n好吧，我愿意助你一臂之力。,712023,null,null,null
712023,3,0,Event04_Tex,0,icon_event11_tex,null,0,司马懿加入了曹操的阵营，这个乱世会因此发生什么变化吗？,712024,null,null,null
712024,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
712031,3,0,Event02_Tex,0,icon_event11_tex,null,0,司马懿拒绝了曹操的请求，扛起锄头继续种地去了，乱世和他已经毫无关系。,712032,null,null,null
712032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了35点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
713011,3,0,Event04_Tex,0,icon_event11_tex,null,0,曹操召见了司马懿。,713012,null,null,null
713012,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n我的年纪已经很大了，是时候考虑继承人问题了。,713013,null,null,null
713013,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n子建和子桓都是有智有勇的人，我一时难以抉择。,713014,null,null,null
713014,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n不知道先生有什么意见？,713015,null,null,null
713015,1,npc/icon/npc130,null,0,icon_event11_tex,null,0,司马懿：\n…………,0,曹植更有才华。,两位各有优势。,null
713021,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n既然如此，我便拜托先生指导子建了。,713022,null,null,null
713022,3,0,Event02_Tex,0,icon_event11_tex,null,0,司马懿跟随曹植之后，曹植放荡不羁的性格让司马懿很是苦恼，最终司马懿决定归隐山林，不再过问世事。,713023,null,null,null
713023,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了55点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
713031,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n…………若我一定要你选择一位呢？,0,曹丕更为稳重。,不如先看二位公子自己的发展。,null
713041,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n哼哼，我早就知道你们私下往来甚密了！,713042,null,null,null
713042,3,0,Event02_Tex,0,icon_event11_tex,null,0,经过这次对话，曹操对司马懿起了疑心，不再重用，并且断绝了司马懿和曹丕之间的往来，最后司马懿郁郁而终。,713043,null,null,null
713043,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了55点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
713051,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n好！那就让我多观察考验 一番再来定夺！,713052,null,null,null
713052,3,0,Event04_Tex,0,icon_event11_tex,null,0,经过这次对话，曹操似乎做出了什么决定，二位公子到底会面临什么样的考验呢……谁知道呢╮(╯▽╰)╭,713053,null,null,null
713053,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
714011,3,0,Event02_Tex,0,icon_event11_tex,null,0,曹操将要远行，众人准备前去为他送行。,714012,null,null,null
714012,1,npc/icon/npc129,null,0,icon_event11_tex,null,0,曹丕：\n父亲将要远行，先生，我应该准备什么样的心意相送呢？,0,我想，只要哭就好了。,写一篇华丽的文章展示才华吧。,null
714021,3,0,Event02_Tex,0,icon_event11_tex,null,0,在曹操出行当日，曹植吟诵了一首送别诗，而曹丕大哭一场。重情又多疑的曹操因此而对曹丕心怀好感，不久之后便立了曹丕为继承人。,0,null,null,null
714031,3,0,Event02_Tex,0,icon_event11_tex,null,0,在曹操出行当日，曹丕和曹植都吟诵了一首送别诗，曹操感到非常欣喜，不久之后便立了长得更好看的曹植为继承人，司马懿一生都没有得到重用。,714032,null,null,null
714032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了75点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
201011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝皇帝平安抵达荆州，居民们纷纷走上街头庆祝！荆州城内一片热闹！,201012,null,null,null
201012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
202011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝天子亲军的成立，居民们纷纷走上街头庆祝！！荆州城内一片热闹，连邻村的人也跑来一睹主公的风采。,202012,null,null,null
202012,1,npc/icon/npc304,null,0,icon_event11_tex,null,0,王威风：\n哈哈哈哈，大家随便吃随便吃！今天我请客！！天子亲军可是我女儿建立的呀，哈哈哈哈哈！！,202013,null,null,null
202013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
203011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝黄巾军的覆灭，居民们纷纷走上街头庆祝！整个中原地区都仿佛在过年一般！,203012,null,null,null
203012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
204011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝国贼董卓被打倒，居民们纷纷走上街头庆祝，城市里张灯结彩，非常热闹。,204012,null,null,null
204012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
205011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝暴虐的吕布被斩杀，居民们纷纷走上街头庆祝，虽然说是庆祝……怎么感觉有些人不太高兴呢……,205012,null,null,null
205012,1,npc/icon/npc1001,null,0,icon_event11_tex,null,0,目光悲伤的男性甲：\n呜呜呜，我的貂蝉美人……,205013,null,null,null
205013,1,npc/icon/npc1015,null,0,icon_event11_tex,null,0,目光悲伤的男性乙：\n呜呜呜，貂蝉美人死了，我也不想活了……,205014,null,null,null
205014,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
206011,3,0,Event02_Tex,0,icon_event11_tex,null,0,听闻火烧洛阳的消息之后，人们纷纷自发地走上街头为遇难的民众祈祷，并且抗议董卓的残暴行为。,206012,null,null,null
206012,1,npc/icon/npc3001,null,0,icon_event11_tex,null,0,民众：\n主公大人，请一定要铲除董卓，为死去的人们报仇啊！！,206013,null,null,null
206013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
301011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝皇帝平安抵达荆州，居民们纷纷走上街头庆祝！荆州城内一片热闹！,301012,null,null,null
301012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
302011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝天子亲军的成立，居民们纷纷走上街头庆祝！！荆州城内一片热闹，连邻村的人也跑来一睹主公的风采。,302012,null,null,null
302012,1,npc/icon/npc304,null,0,icon_event11_tex,null,0,王威风：\n哈哈哈哈，大家随便吃随便吃！今天我请客！！天子亲军可是我女儿建立的呀，哈哈哈哈哈！！,302013,null,null,null
302013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
303011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝黄巾军的覆灭，居民们纷纷走上街头庆祝！整个中原地区都仿佛在过年一般！,303012,null,null,null
303012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
304011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝国贼董卓被打倒，居民们纷纷走上街头庆祝，城市里张灯结彩，非常热闹。,304012,null,null,null
304012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
305011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝暴虐的吕布被斩杀，居民们纷纷走上街头庆祝，虽然说是庆祝……怎么感觉有些人不太高兴呢……,305012,null,null,null
305012,1,npc/icon/npc1001,null,0,icon_event11_tex,null,0,目光悲伤的男性甲：\n呜呜呜，我的貂蝉美人……,305013,null,null,null
305013,1,npc/icon/npc1015,null,0,icon_event11_tex,null,0,目光悲伤的男性乙：\n呜呜呜，貂蝉美人死了，我也不想活了……,305014,null,null,null
305014,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
306011,3,0,Event02_Tex,0,icon_event11_tex,null,0,听闻火烧洛阳的消息之后，人们纷纷自发地走上街头为遇难的民众祈祷，并且抗议董卓的残暴行为。,306012,null,null,null
306012,1,npc/icon/npc3001,null,0,icon_event11_tex,null,0,民众：\n主公大人，请一定要铲除董卓，为死去的人们报仇啊！！,306013,null,null,null
306013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
401011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝皇帝平安抵达荆州，居民们纷纷走上街头庆祝！荆州城内一片热闹！,401012,null,null,null
401012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
402011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝天子亲军的成立，居民们纷纷走上街头庆祝！！荆州城内一片热闹，连邻村的人也跑来一睹主公的风采。,402012,null,null,null
402012,1,npc/icon/npc304,null,0,icon_event11_tex,null,0,王威风：\n哈哈哈哈，大家随便吃随便吃！今天我请客！！天子亲军可是我女儿建立的呀，哈哈哈哈哈！！,402013,null,null,null
402013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
403011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝黄巾军的覆灭，居民们纷纷走上街头庆祝！整个中原地区都仿佛在过年一般！,403012,null,null,null
403012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
404011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝国贼董卓被打倒，居民们纷纷走上街头庆祝，城市里张灯结彩，非常热闹。,404012,null,null,null
404012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
405011,3,0,Event03_Tex,0,icon_event11_tex,null,0,为了庆祝暴虐的吕布被斩杀，居民们纷纷走上街头庆祝，虽然说是庆祝……怎么感觉有些人不太高兴呢……,405012,null,null,null
405012,1,npc/icon/npc1001,null,0,icon_event11_tex,null,0,目光悲伤的男性甲：\n呜呜呜，我的貂蝉美人……,405013,null,null,null
405013,1,npc/icon/npc1015,null,0,icon_event11_tex,null,0,目光悲伤的男性乙：\n呜呜呜，貂蝉美人死了，我也不想活了……,405014,null,null,null
405014,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
406011,3,0,Event02_Tex,0,icon_event11_tex,null,0,听闻火烧洛阳的消息之后，人们纷纷自发地走上街头为遇难的民众祈祷，并且抗议董卓的残暴行为。,406012,null,null,null
406012,1,npc/icon/npc3001,null,0,icon_event11_tex,null,0,民众：\n主公大人，请一定要铲除董卓，为死去的人们报仇啊！！,406013,null,null,null
406013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
207011,3,0,Event04_Tex,0,icon_event11_tex,null,0,乡亲们看到主公这么早就派武将出来巡查，非常感动，塞给大伙儿好多包子，大家不愁饿肚子上班了。主公早上吃了些啥呀？,207012,null,null,null
207012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
208011,3,0,Event04_Tex,0,icon_event11_tex,null,0,生活在山里的余大伯连夜给将士们送来了亲自养的山鸡，今儿个中午可以加餐了！主公也别忘了吃午饭啊！,208012,null,null,null
208012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
209011,3,0,Event04_Tex,0,icon_event11_tex,null,0,今天的派遣任务就要结束了，虽然将士们劳累了一天，但是为了主公，这些都是值得的！主公，等我们回来给您上奏好消息吧！,209012,null,null,null
209012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
307011,3,0,Event04_Tex,0,icon_event11_tex,null,0,乡亲们看到主公这么早就派武将出来巡查，非常感动，塞给大伙儿好多包子，大家不愁饿肚子上班了。主公早上吃了些啥呀？,307012,null,null,null
307012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
308011,3,0,Event04_Tex,0,icon_event11_tex,null,0,生活在山里的余大伯连夜给将士们送来了亲自养的山鸡，今儿个中午可以加餐了！主公也别忘了吃午饭啊！,308012,null,null,null
308012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
309011,3,0,Event04_Tex,0,icon_event11_tex,null,0,今天的派遣任务就要结束了，虽然将士们劳累了一天，但是为了主公，这些都是值得的！主公，等我们回来给您上奏好消息吧！,309012,null,null,null
309012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
407011,3,0,Event04_Tex,0,icon_event11_tex,null,0,乡亲们看到主公这么早就派武将出来巡查，非常感动，塞给大伙儿好多包子，大家不愁饿肚子上班了。主公早上吃了些啥呀？,407012,null,null,null
407012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
408011,3,0,Event04_Tex,0,icon_event11_tex,null,0,生活在山里的余大伯连夜给将士们送来了亲自养的山鸡，今儿个中午可以加餐了！主公也别忘了吃午饭啊！,408012,null,null,null
408012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
409011,3,0,Event04_Tex,0,icon_event11_tex,null,0,今天的派遣任务就要结束了，虽然将士们劳累了一天，但是为了主公，这些都是值得的！主公，等我们回来给您上奏好消息吧！,409012,null,null,null
409012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
210011,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军多日操劳，我行医路过此地，不如为将军把个脉如何？,0,好吧，有劳大夫了。,不必了，我身强体壮得很！,null
210021,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军身体健康，只要多注意休息，必可早睡早起！,210025,null,null,null
210025,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
210022,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军这是喜脉啊！！恭喜将军！……唉唉！,210023,null,null,null
210023,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军你怎么突然怒了！！救命啊！救命！！！,210024,null,null,null
210024,3,0,Event02_Tex,0,icon_event11_tex,null,0,当日，华佗，卒。,0,null,null,null
210031,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n那好吧，我这有一些药草，平时复用可缓解疲乏之症，请将军收好。,210032,null,null,null
210032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
211011,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n这位将军，我看你印堂发黑，似乎有大事将要发生，不如让本道为你算上一卦？,0,有劳道长了！,不必了。,null
211021,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n将军这是福相啊！本道算出，7日内将军必有好事降临！！也许在天运招募里会有意外的收获哦！,0,null,null,null
211022,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n？！将、将军，本道突然有急事，先告辞了！,211023,null,null,null
211023,3,0,Event05_Tex,0,icon_event11_tex,null,0,道士突然神色慌张地离开了，难道是算到了什么不得了的大事？算了算了，我还是继续远行吧……,211024,null,null,null
211024,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
211031,3,0,Event02_Tex,0,icon_event11_tex,null,0,奇怪的道士什么的，我才不信呢！！！,211032,null,null,null
211032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
310011,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军多日操劳，我行医路过此地，不如为将军把个脉如何？,0,好吧，有劳大夫了。,不必了，我身强体壮得很！,null
310021,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军身体健康，只要多注意休息，必可早睡早起！,310025,null,null,null
310025,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
310022,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军这是喜脉啊！！恭喜将军！……唉唉！,310023,null,null,null
310023,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军你怎么突然怒了！！救命啊！救命！！！,310024,null,null,null
310024,3,0,Event02_Tex,0,icon_event11_tex,null,0,当日，华佗，卒。,0,null,null,null
310031,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n那好吧，我这有一些药草，平时复用可缓解疲乏之症，请将军收好。,310032,null,null,null
310032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
311011,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n这位将军，我看你印堂发黑，似乎有大事将要发生，不如让本道为你算上一卦？,0,有劳道长了！,不必了。,null
311021,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n将军这是福相啊！本道算出，7日内将军必有好事降临！！也许在天运招募里会有意外的收获哦！,311024,null,null,null
311024,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
311022,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n？！将、将军，本道突然有急事，先告辞了！,311023,null,null,null
311023,3,0,Event05_Tex,0,icon_event11_tex,null,0,道士突然神色慌张地离开了，难道是算到了什么不得了的大事？算了算了，我还是继续远行吧……,0,null,null,null
311031,3,0,Event02_Tex,0,icon_event11_tex,null,0,奇怪的道士什么的，我才不信呢！！！,311032,null,null,null
311032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
410011,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军多日操劳，我行医路过此地，不如为将军把个脉如何？,0,好吧，有劳大夫了。,不必了，我身强体壮得很！,null
410021,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军身体健康，只要多注意休息，必可早睡早起！,0,null,null,null
410022,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军这是喜脉啊！！恭喜将军！……唉唉！,410023,null,null,null
410023,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n将军你怎么突然怒了！！救命啊！救命！！！,410024,null,null,null
410024,3,0,Event02_Tex,0,icon_event11_tex,null,0,当日，华佗，卒。,410025,null,null,null
410025,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
410031,1,npc/icon/npc1004,null,0,icon_event11_tex,null,0,华佗：\n那好吧，我这有一些药草，平时复用可缓解疲乏之症，请将军收好。,410032,null,null,null
410032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
411011,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n这位将军，我看你印堂发黑，似乎有大事将要发生，不如让本道为你算上一卦？,0,有劳道长了！,不必了。,null
411021,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n将军这是福相啊！本道算出，7日内将军必有好事降临！！也许在天运招募里会有意外的收获哦！,411024,null,null,null
411024,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
411022,1,npc/icon/npc134,null,0,icon_event11_tex,null,0,云游的道士：\n？！将、将军，本道突然有急事，先告辞了！,411023,null,null,null
411023,3,0,Event05_Tex,0,icon_event11_tex,null,0,道士突然神色慌张地离开了，难道是算到了什么不得了的大事？算了算了，我还是继续远行吧……,0,null,null,null
411031,3,0,Event02_Tex,0,icon_event11_tex,null,0,奇怪的道士什么的，我才不信呢！！！,411032,null,null,null
411032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了60点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
212011,3,0,Event02_Tex,0,icon_event11_tex,null,0,主公，我现在远游到这个地方，看到的一切都很新奇。在感叹这片大好河山的同时，也时刻不忘主公交给的任务。希望我可以尽快帮助主公统一天下！我会努力的！,212012,null,null,null
212012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
213011,3,0,Event02_Tex,0,icon_event11_tex,null,0,运气好起来真是挡都挡不住，居然在郊外发现了一大箱财宝！莫非是因为我长得太帅？？？,0,交给主公扩充军备！,总之先收着吧……,null
213021,3,0,Event06_Tex,0,icon_event11_tex,null,0,这批军备被顺利送往了荆州城，天子亲军的军备库得到了扩充。,213022,null,null,null
213022,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
213031,3,0,Event05_Tex,0,icon_event11_tex,null,0,你收起了这批宝藏，心里还有点小激动呢。,213032,null,null,null
213032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了40点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
214011,3,0,Event05_Tex,0,icon_event11_tex,null,0,"荆州地区周边发生了人为纵火事件，我军将士及时参与救火,赢得了人民的爱戴！",214012,null,null,null
214012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
312011,3,0,Event02_Tex,0,icon_event11_tex,null,0,主公，我现在远游到这个地方，看到的一切都很新奇。在感叹这片大好河山的同时，也时刻不忘主公交给的任务。希望我可以尽快帮助主公统一天下！我会努力的！,312012,null,null,null
312012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
313011,3,0,Event02_Tex,0,icon_event11_tex,null,0,运气好起来真是挡都挡不住，居然在郊外发现了一大箱财宝！莫非是因为我长得太帅？？？,0,交给主公扩充军备！,总之先收着吧……,null
313021,3,0,Event06_Tex,0,icon_event11_tex,null,0,这批军备被顺利送往了荆州城，天子亲军的军备库得到了扩充。,313022,null,null,null
313022,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了45点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
313031,3,0,Event05_Tex,0,icon_event11_tex,null,0,你收起了这批宝藏，心里还有点小激动呢。,313032,null,null,null
313032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了55点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
314011,3,0,Event05_Tex,0,icon_event11_tex,null,0,"荆州地区周边发生了人为纵火事件，我军将士及时参与救火,赢得了人民的爱戴！",314012,null,null,null
314012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了50点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
412011,3,0,Event02_Tex,0,icon_event11_tex,null,0,主公，我现在远游到这个地方，看到的一切都很新奇。在感叹这片大好河山的同时，也时刻不忘主公交给的任务。希望我可以尽快帮助主公统一天下！我会努力的！,412012,null,null,null
412012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了70点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
