卡牌id,姓名,索引（不超过511）,不在图鉴显示,稀有程度(0普通2觉醒印3堕天印4富商卡6节日卡7不显示分解提示的材料卡),是否稀有卡,国家 1：魏|2：蜀|3：吴|4：群,品质,品质子类型(eg钻石：1觉醒、2堕天、3第三系、4第四系）,分解索引,兵种 0:枪|1:弓|2:骑,风格 1:勇将|2:将军|3:智将|4:策士|5:强袭勇将|6:统帅将军|7:鬼才智将|8:天命策士,卡片类型(1普通2富商3材料卡(例:天命卡)),可用战器,性别,技能ID,普卡技能,真卡技能,鬼卡技能,神卡技能,被动技能1(-1无效),被动技能2,被动技能3,好友普卡技能,好友真卡技能,好友鬼卡技能,好友神卡技能,武力,智力,兵力,部队互斥ID,联协名称1,联协武将1(-1无效),联协加成1,联协名称2,联协武将2,联协加成2,联协名称3,联协武将3,联协加成3,联协名称4,联协武将4,联协加成4,联协名称5,联协武将5,联协加成5,联协名称6,联协武将6,联协加成6,父卡ID,材料卡ID,第三系升星材料数量,父卡进阶,父卡等级,小图片atlas,小图片sprite,大图片,卡片特效(0无特效1扫光2扰动),技能语音,死亡语音,介绍
id,strName,nIndex,nOnlyAvatar,nUncommon,nRare,nCountry,nQuality,nSubQuality,nDecIndex,nMiliType,nStyle,nType,arrWeaponType,nGender,nSkill,nNormalSkill,nRealSkill,nGhostSkill,nGodSkill,nPassiveSkill1,nPassiveSkill2,nPassiveSkill3,nFriendNormalSkill,nFriendRealSkill,nFriendGhostSkill,nFriendGodSkill,fForce,fIntelligence,fTroops,nTroopID,strCoopName1,nCoopID1,fCoopBonus1,strCoopName2,nCoopID2,fCoopBonus2,strCoopName3,nCoopID3,fCoopBonus3,strCoopName4,nCoopID4,fCoopBonus4,strCoopName5,nCoopID5,fCoopBonus5,strCoopName6,nCoopID6,fCoopBonus6,nParentID,nMaterialID,nAdvResAmt,nParentLimStage,nParentLimLevel,strAtlas,strSprite,strCard,nEffect,strSkillVoice,strDeathVoice,strDesc
int,string,int,int,int,int,int,int,int,int,int,int,int,int[6],int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,int,int,int,int,int,string,string,string,int,string,string,string
293,狼顾司马懿,293,0,0,1,1,5,1,9,2,7,1,0|0|0|4|5|0,1,22931,22931,22931,22931,22931,208,308,1908,2051,2051,2051,2051,594,647,645,5,知遇真主,1,0.25,一生宿敌,3,0.25,杀婢狠妻,58,0.25,宿敌继任者,30,0.25,NULL,-1,0,NULL,-1,0,5,291,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5simayi1,cardX5simayi1,0,warrior/X5simayi2S,warrior/X5simayi2D,“狼顾之相，久必为祸。”
294,宣王司马懿,294,0,0,1,1,5,2,9,1,8,1,0|0|0|4|5|0,1,1051,1051,1051,1051,1051,308,1008,1808,56314,56314,56314,56314,505,736,645,5,以晋代魏,1,0.25,智斗不绝,3,0.25,智斗不绝,10,0.25,患祸,2,0.25,宣穆皇后,58,0.25,NULL,-1,0,5,292,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5simayi2,cardX5simayi2,0,warrior/X5simayi1S,warrior/X5simayi1D,“司马懿非人臣也。”
295,觉醒印·周瑜,0,0,2,1,3,5,0,9,1,4,2,1|0|0|4|0|0,1,42971,42971,42971,42971,42971,-1,-1,-1,54411,54412,54413,54414,1,1,1,295,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上周瑜可合成“业炎周瑜”
296,堕天印·周瑜,0,0,3,1,3,5,0,9,1,4,2,1|0|0|4|0|0,1,1101,1101,1101,1101,1101,-1,-1,-1,54411,54412,54413,54414,1,1,1,296,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上周瑜可合成“顾曲周瑜”
297,业炎周瑜,297,0,0,1,3,5,1,9,1,8,1,1|0|0|4|0|0,1,42971,42971,42971,42971,42971,708,80012,1908,2101,2101,2101,2101,455,786,649,10,至亲吾兄,11,0.25,瑜亮无双,3,0.25,江东之花,46,0.25,至死辅佐,6,0.25,NULL,-1,0,NULL,-1,0,10,295,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhouyu1,cardX5zhouyu1,0,warrior/X5zhouyu1S,warrior/X5zhouyu1D,“周郎年少，正雄姿历落，江东人杰；八十万军飞一炬，风卷滩前黄叶。”
298,顾曲周瑜,298,0,0,1,3,5,2,9,1,8,1,1|0|0|4|0|0,1,1101,1101,1101,1101,1101,308,1208,1808,56314,56314,56314,56314,475,707,708,10,智斗不绝,3,0.25,智斗不绝,5,0.25,策马天下,11,0.25,江东之花,46,0.25,NULL,-1,0,NULL,-1,0,10,296,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhouyu2,cardX5zhouyu2,0,warrior/X5zhouyu2S,warrior/X5zhouyu2D,“并揭声犹远，深含曲未央；坐中知密顾，微笑是周郎。”
299,王元姬,299,0,0,0,1,4,0,4,1,3,1,0|0|0|4|5|0,2,12991,12991,12992,12993,12994,1508,-1,-1,55111,55112,55113,55114,78,91,86,299,宣王,5,0.25,文帝,47,0.2,以晋代魏,43,0.2,以晋代魏,1,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard299,card299,0,warrior/299S,warrior/299D,司马昭的妻子，西晋的皇太后。虽然身处太后之位，却提倡节俭，并且身体力行成为后宫的表率，在政治上也有着不俗的眼力，算得上是魏晋时期的奇女子了。
300,诸葛果,300,0,0,0,2,4,0,4,1,4,1,0|0|0|4|5|0,2,33001,33001,33002,33003,33004,608,1909,-1,54211,54212,54213,54214,84,92,82,300,家父,3,0.25,家母,67,0.25,暗助,252,0.25,蜀汉之柱,30,0.2,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard300,card300,0,warrior/300S,warrior/300D,诸葛亮与黄月英的女儿，继承了父母双方的智商。可惜为了躲避战乱，一生都在朝真观修道，从未出世。最终修成仙道，羽化升天。
301,孙大虎,301,0,0,0,3,4,0,4,1,3,1,0|0|0|4|5|0,2,23011,23011,23012,23013,23014,308,-1,-1,54311,54312,54313,54314,75,89,88,301,继承者们,253,0.25,双生女,248,0.25,严父,6,0.25,慈母,204,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard301,card301,0,warrior/301S,warrior/301D,孙权与步练师的长女，人称“全公主”，因参与篡位而不得善终。比起沉静乖巧的妹妹，姐姐显然更有心机。
302,童渊,302,0,0,0,4,4,0,4,0,1,1,0|2|3|0|0|0,1,13021,13021,13022,13023,13024,208,-1,-1,53411,53412,53413,53414,90,81,87,302,关门弟子,4,0.25,宛城侯,155,0.15,西川枪王,78,0.2,传说之人,251,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard302,card302,0,warrior/302S,warrior/302D,武术名家，他的绝技是“百鸟朝凤枪”，并且教导出了两个名徒——张绣和张任。据说，赵云也是他晚年所收的徒弟。
303,觉醒印·赵云,0,0,2,1,2,5,0,9,0,2,2,0|2|3|0|0|0,1,13051,13051,13051,13051,13051,-1,-1,-1,55714,55714,55714,55714,1,1,1,303,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上赵云可合成“龙胆赵云”
304,堕天印·赵云,0,0,3,1,4,5,0,9,2,1,2,0|2|3|0|0|0,1,43061,43061,43061,43061,43061,-1,-1,-1,56214,56214,56214,56214,1,1,1,304,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上赵云可合成“神威赵云”
305,龙胆赵云,305,0,0,1,2,5,1,9,0,6,1,0|2|3|0|0|0,1,13051,13051,13051,13051,13051,1708,1108,1909,55714,55714,55714,55714,587,477,844,4,长坂坡爱才,1,0.25,蜀国双帅,13,0.25,毕生所托,3,0.25,一生追随,18,0.25,截江救主,20,0.25,NULL,-1,0,4,303,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhaoyun1,cardX5zhaoyun1,0,warrior/X5zhaoyun1S,warrior/X5zhaoyun1D,“子龙一身都是胆也。”
306,神威赵云,306,0,0,1,4,5,2,9,2,5,1,0|2|3|0|0|0,1,43061,43061,43061,43061,43061,2008,308,1608,56214,56214,56214,56214,643,460,805,4,长坂坡爱才,1,0.25,蜀国双帅,13,0.25,毕生所托,3,0.25,葵藿之心,245,0.25,NULL,-1,0,NULL,-1,0,4,304,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhaoyun2,cardX5zhaoyun2,0,warrior/X5zhaoyun2S,warrior/X5zhaoyun2D,“身长八尺，姿颜雄伟，能攻能守，常胜不败。”
307,觉醒印·张角,0,0,2,1,4,5,0,9,1,4,2,0|2|0|4|0|0,1,43071,43071,43071,43071,43071,-1,-1,-1,2281,2281,2281,2281,1,1,1,307,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上张角可合成“天公张角”
308,堕天印·张角,0,0,3,1,4,5,0,9,1,4,2,0|2|0|4|0|0,1,1281,1281,1281,1281,1281,-1,-1,-1,56414,56414,56414,56414,1,1,1,308,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上张角可合成“符咒张角”
309,天公张角,309,0,0,1,4,5,1,9,1,8,1,0|2|0|4|0|0,1,43071,43071,43071,43071,43071,708,80009,1908,2281,2281,2281,2281,393,665,713,28,呼风唤雨,3,0.25,张家血脉,175,0.15,神棍,251,0.25,破军之敌,1,0.25,破城之敌,14,0.25,正道,300,0.25,28,307,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhangjiao1,cardX5zhangjiao1,0,warrior/X5zhangjiao1S,warrior/X5zhangjiao1D,“苍天已死，黄天当立，岁在甲子，天下大吉！”
310,符咒张角,310,0,0,1,4,5,2,9,1,8,1,0|2|0|4|0|0,1,1281,1281,1281,1281,1281,1208,1808,1908,56414,56414,56414,56414,388,767,616,28,神棍,251,0.25,破军之敌,1,0.25,破城之敌,14,0.25,大魔王,21,0.25,NULL,-1,0,NULL,-1,0,28,308,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhangjiao2,cardX5zhangjiao2,0,warrior/X5zhangjiao2S,warrior/X5zhangjiao2D,“此者，天上神语也，本以召呼神也。”
311,觉醒印·夏侯惇,0,0,2,1,1,5,0,9,2,1,2,1|0|3|0|0|0,1,23111,23111,23111,23111,23111,-1,-1,-1,55714,55714,55714,55714,1,1,1,311,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上张角可合成“独目夏侯惇”
312,堕天印·夏侯惇,0,0,3,1,1,5,0,9,2,1,2,1|0|3|0|0|0,1,43121,43121,43121,43121,43121,-1,-1,-1,56114,56114,56114,56114,1,1,1,312,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上张角可合成“苍狼夏侯惇”
313,独目夏侯惇,313,0,0,1,1,5,1,9,2,5,1,1|0|3|0|0|0,1,23111,23111,23111,23111,23111,2008,1008,1108,55714,55714,55714,55714,703,447,723,7,亲兄弟,17,0.25,一生追随,1,0.25,并肩辅佐,16,0.25,宿命之敌,2,0.25,掌上明珠,480,0.25,NULL,-1,0,7,311,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5xiahoudun1,cardX5xiahoudun1,0,warrior/X5xiahoudun1S,warrior/X5xiahoudun1D,“拔矢去眸枯一目，啖睛忿气唤双亲。”
314,苍狼夏侯惇,314,0,0,1,1,5,2,9,2,5,1,1|0|3|0|0|0,1,43121,43121,43121,43121,43121,1708,2008,1608,56114,56114,56114,56114,810,433,630,7,魏将双绝,8,0.25,一生追随,1,0.25,并肩辅佐,16,0.25,宿命之敌,2,0.25,掌上明珠,480,0.25,NULL,-1,0,7,312,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5xiahoudun2,cardX5xiahoudun2,0,warrior/X5xiahoudun2S,warrior/X5xiahoudun2D,“孤月独明勘比伦，至今功迹照乾坤。”
315,姜维,315,0,0,0,2,4,0,4,0,3,1,0|0|3|0|5|0,1,13151,13151,13152,13153,13154,208,508,-1,55911,55912,55913,55914,87,91,87,30,衣钵传人,3,0.25,师母,67,0.25,蜀国支柱,4,0.25,刘后主,252,0.25,NULL,-1,0,NULL,-1,0,30,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_30,cardX4_30,0,warrior/X4_30S,warrior/X4_30D,蜀汉末期最重要的军事统领。他写得了小说，战得了沙场，理得了政务，美可堪周郎。这继承了诸葛孔明衣钵的年少英雄本该是人生赢家，却奈何此时蜀国式微，未完成克复中原之愿战死沙场。
316,曹丕,316,0,0,0,1,4,0,4,2,3,1,0|2|0|4|0|0,1,13161,13161,13162,13163,13164,608,1208,-1,55711,55712,55713,55714,85,83,93,43,圣贤之妻,77,0.25,女王之助,80,0.2,本是同根生,105,0.15,霸业之继,1,0.25,NULL,-1,0,NULL,-1,0,43,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_43,cardX4_43,0,warrior/X4_43S,warrior/X4_43D,魏国的开国皇帝，三国时期最出色的高富帅优质文青，天资过人学啥是啥。向老爹学会品味人妻的好，向贾诩学会腹黑的毒，向弟弟学会文采的妙，甚至还向孟姜女学会了怎么哭。一生骄纵可惜没留点时间学军事，三次伐吴无功而返，最后一病呜呼。
317,九妹,495,1,0,0,4,4,0,4,1,4,1,0|0|0|4|5|0,2,43171,43171,43172,43173,43174,708,-1,-1,52421,52422,52423,52424,78,91,83,317,姐妹,225,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5006,card5006,0,warrior/9S_05,warrior/9D_05,九女王的同胞妹妹，冷漠沉静的外表下，藏着一颗救济苍生的心。拥有高深的兵法造诣，却因为身体孱弱而无法像姐姐那样出阵杀敌。每当姐姐上战场时，她便在后方默默祈祷，愿上天庇佑姐姐胜利，庇佑天下的子民不再受苦
318,觉醒印·貂蝉,0,0,2,1,4,5,0,9,1,4,2,0|0|0|4|5|0,2,23201,23201,23201,23201,23201,-1,-1,-1,56311,56312,56313,56314,1,1,1,318,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上貂蝉可合成“绝舞貂蝉”
319,堕天印·貂蝉,0,0,3,1,4,5,0,9,1,4,2,0|0|0|4|5|0,2,13211,13211,13211,13211,13211,-1,-1,-1,56311,56312,56313,56314,1,1,1,319,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上貂蝉可合成“倾世貂蝉”
320,绝舞貂蝉,320,0,0,1,4,5,1,9,1,8,1,0|0|0|4|5|0,2,23201,23201,23201,23201,23201,608,1909,-1,56314,56314,56314,56314,394,770,570,34,如意郎君,19,0.25,忍辱杀贼,21,0.25,红颜薄命,77,0.25,魂断月下,2,0.25,NULL,-1,0,NULL,-1,0,34,318,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5diaochan1,cardX5diaochan1,0,warrior/X5diaochan1S,warrior/X5diaochan1D,“小垂手后柳无力，斜曳裾时云欲生。螾蛾敛略不胜态，风袖低昂如有情。”
321,倾世貂蝉,321,0,0,1,4,5,2,9,1,7,1,0|0|0|4|5|0,2,13211,13211,13211,13211,13211,608,1909,-1,56314,56314,56314,56314,405,673,656,34,如意郎君,19,0.25,忍辱杀贼,21,0.25,红颜薄命,77,0.25,魂断月下,2,0.25,NULL,-1,0,NULL,-1,0,34,319,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5diaochan2,cardX5diaochan2,0,warrior/X5diaochan2S,warrior/X5diaochan2D,“空有红妆期未约，觉无情意不逢归；绿腰岂愿随风舞，何奈心魂乱战飞。”
322,觉醒印·张飞,0,0,2,1,2,5,0,9,0,4,2,0|2|3|0|0|0,1,13241,13241,13241,13241,13241,-1,-1,-1,56111,56112,56113,56114,1,1,1,322,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上张飞可合成“暴怒张飞”
323,堕天印·张飞,0,0,3,1,2,5,0,9,0,4,2,0|2|3|0|0|0,1,43251,43251,43251,43251,43251,-1,-1,-1,56111,56112,56113,56114,1,1,1,323,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上张飞可合成“桓侯张飞”
324,暴怒张飞,324,0,0,1,2,5,1,9,0,5,1,0|2|3|0|0|0,1,13241,13241,13241,13241,13241,1108,1708,-1,56114,56114,56114,56114,758,384,761,22,真龙吾兄,18,0.25,并世双雄,2,0.25,爱女,79,0.2,文治武功,67,0.25,千里姻缘,480,0.25,NULL,-1,0,22,322,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhangfei1,cardX5zhangfei1,0,warrior/X5zhangfei1S,warrior/X5zhangfei1D,“呔！你们战又不战，退又不退，哪个有胆量的近前来，与咱老张决一死战啊！！”
325,桓侯张飞,325,0,0,1,2,5,2,9,0,5,1,0|2|3|0|0|0,1,43251,43251,43251,43251,43251,1108,1708,2008,56114,56114,56114,56114,811,452,640,22,真龙吾兄,18,0.25,并世双雄,2,0.25,爱女,209,0.2,两将军,13,0.25,千里姻缘,480,0.25,NULL,-1,0,22,323,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhangfei2,cardX5zhangfei2,0,warrior/X5zhangfei2S,warrior/X5zhangfei2D,“勇而有义，皆万人之敌，而为之将。”
326,黄盖,326,0,0,0,3,4,0,4,2,2,1,1|2|0|0|0|0,1,23261,23261,23262,23263,23264,1008,1408,-1,52311,52312,52313,52314,89,73,90,57,东吴老将,41,0.2,愿打愿挨,10,0.25,托孤之臣,48,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,57,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_57,cardX4_57,0,warrior/X4_57S,warrior/X4_57D,三国最著名的受虐狂，周瑜的好基友。挨了一顿打却演出了三国历史上最著名的骗局，很多人要质疑为什么曹操这么好骗，除了挨打逼真以外还有另外一个身份大家不知道。那就是当黄盖想曹操诈降的时候，黄盖是水军老大。这么大的利好消息把曹操这种人都给冲昏了。
327,田丰,327,0,0,0,4,4,0,4,1,4,1,0|0|0|4|5|0,1,23271,23271,23272,23273,23274,508,-1,-1,54111,54112,54113,54114,67,96,89,66,并肩辅佐,59,0.25,并肩而战,35,0.25,直犯覆亡,52,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,66,0,0,2,30,SmallCardAtlas,UITexture/card_list/scardX4_66,cardX4_66,0,warrior/X4_66S,warrior/X4_66D,袁绍部下的谋臣，为人正直，因谏阻袁绍征伐曹操而被袁绍下令监禁。官渡之战后，田丰被袁绍杀害。
328,当乐王妃,496,1,0,0,4,4,0,4,1,4,1,1|2|0|0|0|0,2,33281,33281,33282,33283,33284,608,1808,-1,54111,54112,54113,54114,88,93,77,328,当乐家族,249,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5007,card5007,0,warrior/9S_05,warrior/9D_05,隐居在深山中的当乐王妃，心怀仁义，拥有奇特的医术和治愈能力，是抚养当乐熊长大之人。
329,觉醒印·张辽,0,0,2,1,1,5,0,9,2,1,2,1|0|3|0|0|0,1,13341,13341,13341,13341,13341,-1,-1,-1,55611,55612,55613,55614,1,1,1,329,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上张辽可合成“振威张辽”
330,堕天印·张辽,0,0,3,1,4,5,0,9,2,1,2,1|0|3|0|0|0,1,13351,13351,13351,13351,13351,-1,-1,-1,55611,55612,55613,55614,1,1,1,330,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上张辽可合成“召虎张辽”
331,柒魅,497,1,0,0,4,4,0,4,1,4,1,0|0|0|4|5|0,2,43311,43311,43312,43313,43314,608,708,-1,56311,56312,56313,56314,78,91,83,331,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard107,card107,0,warrior/42S,warrior/42D,气质高贵的大小姐，擅于控制冰石之力。冷艳的外表下藏着一颗乐善好施的心，当然，前提是千万别惹急了她~
332,皮皮,498,1,0,0,4,4,0,4,1,4,1,0|0|0|4|5|0,2,43321,43321,43322,43323,43324,608,708,-1,56411,56412,56413,56414,85,89,78,332,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard44,card44,0,warrior/44S,warrior/44D,游荡在三途川与生界的神秘少女，以度化乱世的怨恨和罪恶为己任。沉溺于罪恶的人们啊，想死一次吗？
333,度娘,499,1,0,0,4,4,0,4,2,1,1,0|2|3|0|0|0,2,13331,13331,13332,13333,13334,608,1108,-1,51421,51422,51423,51424,90,78,87,333,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard81,card5008,0,warrior/8S_04,warrior/8D_04,上知天文，下通地理，无所不知的贤者。如果有什么不明白的事，问度娘就好啦~
334,振威张辽,334,0,0,1,1,5,1,9,2,5,1,1|0|3|0|0|0,1,13341,13341,13341,13341,13341,1108,1208,208,55614,55614,55614,55614,799,441,634,8,魏国双雄,7,0.25,并肩辅佐,25,0.25,吕布旧臣,19,0.25,合肥之战,6,0.25,昔日的血与风,34,0.25,NULL,-1,0,8,329,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhangliao1,cardX5zhangliao1,0,warrior/X5zhangliao1S,warrior/X5zhangliao1D,“諕杀江南众小儿，张辽名字透深闺。才闻乳母低声说，夜静更阑不敢啼。”
335,召虎张辽,335,0,0,1,4,5,2,9,2,5,1,1|0|3|0|0|0,1,13351,13351,13351,13351,13351,1108,1708,2008,55614,55614,55614,55614,690,456,728,8,归降,1,0.25,同僚,27,0.25,追随,19,0.25,从属,21,0.25,NULL,-1,0,NULL,-1,0,8,330,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhangliao2,cardX5zhangliao2,0,warrior/X5zhangliao2S,warrior/X5zhangliao2D,“每临战攻，常为督率，奋强突固，无坚不陷，自援枹鼓，手不知倦。”
336,觉醒印·马超,0,0,2,1,2,5,0,9,2,1,2,0|2|3|0|0|0,1,13381,13381,13381,13381,13381,-1,-1,-1,51121,51122,51123,51124,1,1,1,336,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上马超可合成“锦狮马超”
337,堕天印·马超,0,0,3,1,4,5,0,9,2,1,2,0|2|3|0|0|0,1,43391,43391,43391,43391,43391,-1,-1,-1,51121,51122,51123,51124,1,1,1,337,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上马超可合成“铁骑马超”
338,锦狮马超,338,0,0,1,2,5,1,9,2,5,1,0|2|3|0|0|0,1,13381,13381,13381,13381,13381,1108,1708,1909,51214,51214,51214,51214,715,443,688,13,蜀国双帅,4,0.25,五虎上将,22,0.25,丞相信任,3,0.25,马家英雄,62,0.25,一世效忠,18,0.25,NULL,-1,0,13,336,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5machao1,cardX5machao1,0,warrior/X5machao1S,warrior/X5machao1D,“若论风貌诗书品，雄秀当推锦马超。”
339,铁骑马超,339,0,0,1,4,5,2,9,2,5,1,0|2|3|0|0|0,1,43391,43391,43391,43391,43391,1108,308,1909,51124,51124,51124,51124,813,428,605,13,殆死潼关,1,0.25,勇将之争,49,0.25,裸衣相斗,31,0.25,请降归顺,18,0.25,马家英雄,62,0.25,NULL,-1,0,13,337,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5machao2,cardX5machao2,0,warrior/X5machao2S,warrior/X5machao2D,“马儿不死，吾无葬地也。”
340,觉醒印·孙策,0,0,2,1,3,5,0,9,0,1,2,1|0|3|0|0|0,1,13421,13421,13421,13421,13421,-1,-1,-1,56111,56112,56113,56114,1,1,1,340,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上孙策可合成“霸王孙策”
341,堕天印·孙策,0,0,3,1,3,5,0,9,1,1,2,1|0|3|0|0|0,1,13431,13431,13431,13431,13431,-1,-1,-1,56111,56112,56113,56114,1,1,1,341,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上孙策可合成“驰骋孙策”
